Date,"Flu","Influenza"
2018-09-04,91,2451
2018-09-05,77,2655
2018-09-06,76,3101
2018-09-07,69,2396
2018-09-08,66,1906
2018-09-09,59,2239
2018-09-10,90,2796
2018-09-11,73,2896
2018-09-12,79,2747
2018-09-13,79,2761
2018-09-14,66,2383
2018-09-15,60,2052
2018-09-16,63,2101
2018-09-17,88,2923
2018-09-18,79,3090
2018-09-19,67,2805
2018-09-20,195,3073
2018-09-21,75,2642
2018-09-22,60,2239
2018-09-23,70,2432
2018-09-24,87,2958
2018-09-25,87,3298
2018-09-26,112,3154
2018-09-27,92,3084
2018-09-28,102,2748
2018-09-29,73,2197
2018-09-30,83,2635
2018-10-01,115,3314
2018-10-02,97,3444
2018-10-03,85,3482
2018-10-04,84,3299
2018-10-05,84,2860
2018-10-06,86,2354
2018-10-07,93,2597
2018-10-08,111,3197
2018-10-09,132,3523
2018-10-10,126,3272
2018-10-11,95,3364
2018-10-12,78,2902
2018-10-13,60,2534
2018-10-14,78,2785
2018-10-15,82,3493
2018-10-16,91,3620
2018-10-17,108,3561
2018-10-18,92,3402
2018-10-19,90,2894
2018-10-20,81,2790
2018-10-21,72,2910
2018-10-22,108,3631
2018-10-23,103,3777
2018-10-24,106,3541
2018-10-25,101,3507
2018-10-26,80,3129
2018-10-27,66,2592
2018-10-28,72,2768
2018-10-29,101,3613
2018-10-30,93,3666
2018-10-31,91,3429
2018-11-01,84,3171
2018-11-02,97,3169
2018-11-03,73,2504
2018-11-04,86,2767
2018-11-05,118,3638
2018-11-06,84,3480
2018-11-07,92,3363
2018-11-08,76,3299
2018-11-09,75,3027
2018-11-10,67,2580
2018-11-11,76,2967
2018-11-12,93,3761
2018-11-13,89,3770
2018-11-14,90,3932
2018-11-15,86,3713
2018-11-16,78,3370
2018-11-17,68,2634
2018-11-18,70,2947
2018-11-19,85,3870
2018-11-20,80,3601
2018-11-21,84,4970
2018-11-22,69,3562
2018-11-23,100,3384
2018-11-24,88,2908
2018-11-25,61,3138
2018-11-26,101,4084
2018-11-27,90,3843
2018-11-28,101,3964
2018-11-29,88,3653
2018-11-30,73,3371
2018-12-01,60,2599
2018-12-02,72,2793
2018-12-03,105,3641
2018-12-04,85,3759
2018-12-05,88,3715
2018-12-06,82,3700
2018-12-07,72,3115
2018-12-08,73,2542
2018-12-09,105,2987
2018-12-10,127,3786
2018-12-11,85,3553
2018-12-12,96,3407
2018-12-13,79,3543
2018-12-14,73,3202
2018-12-15,79,2564
2018-12-16,86,2778
2018-12-17,87,3526
2018-12-18,81,3605
2018-12-19,97,3409
2018-12-20,111,4472
2018-12-21,89,2861
2018-12-22,75,2504
2018-12-23,87,2641
2018-12-24,75,2735
2018-12-25,60,2678
2018-12-26,89,3165
2018-12-27,90,3507
2018-12-28,104,3727
2018-12-29,94,4006
2018-12-30,99,3474
2018-12-31,96,3298
2019-01-01,65,3026
2019-01-02,114,5217
2019-01-03,120,4169
2019-01-04,118,4199
2019-01-05,113,3637
2019-01-06,99,3865
2019-01-07,128,4736
2019-01-08,125,4701
2019-01-09,108,4746
2019-01-10,100,4606
2019-01-11,89,4258
2019-01-12,108,3743
2019-01-13,96,3702
2019-01-14,135,4549
2019-01-15,128,4560
2019-01-16,107,4350
2019-01-17,92,4367
2019-01-18,98,4249
2019-01-19,74,3625
2019-01-20,97,3749
2019-01-21,127,4451
2019-01-22,112,4987
2019-01-23,124,5086
2019-01-24,121,4919
2019-01-25,116,4641
2019-01-26,101,3622
2019-01-27,102,3673
2019-01-28,133,5046
2019-01-29,97,4997
2019-01-30,117,5135
2019-01-31,131,4569
2019-02-01,103,4566
2019-02-02,86,3588
2019-02-03,111,3755
2019-02-04,113,4649
2019-02-05,106,4761
2019-02-06,142,4792
2019-02-07,133,4991
2019-02-08,115,4414
2019-02-09,90,3646
2019-02-10,104,4257
2019-02-11,133,4821
2019-02-12,124,4559
2019-02-13,96,4640
2019-02-14,102,4289
2019-02-15,98,3868
2019-02-16,104,3347
2019-02-17,90,3311
2019-02-18,113,4074
2019-02-19,102,4306
2019-02-20,112,4197
2019-02-21,103,4102
2019-02-22,93,3706
2019-02-23,104,3028
2019-02-24,95,3325
2019-02-25,105,4071
2019-02-26,102,3950
2019-02-27,115,3878
2019-02-28,96,3848
2019-03-01,98,3346
2019-03-02,72,2687
2019-03-03,73,2859
2019-03-04,95,3799
2019-03-05,94,3853
2019-03-06,91,3734
2019-03-07,81,3713
2019-03-08,88,3180
2019-03-09,76,2755
2019-03-10,75,2982
2019-03-11,96,3722
2019-03-12,98,4134
2019-03-13,89,3812
2019-03-14,87,3546
2019-03-15,76,3045
2019-03-16,58,2576
2019-03-17,79,2732
2019-03-18,109,3548
2019-03-19,86,3482
2019-03-20,89,3234
2019-03-21,99,3245
2019-03-22,71,2801
2019-03-23,69,2587
2019-03-24,68,2561
2019-03-25,88,3359
2019-03-26,96,3401
2019-03-27,60,3294
2019-03-28,91,3297
2019-03-29,69,2736
2019-03-30,72,2366
2019-03-31,58,2532
2019-04-01,77,2986
2019-04-02,81,3788
2019-04-03,74,3180
2019-04-04,74,4215
2019-04-05,70,2673
2019-04-06,48,2430
2019-04-07,73,2375
2019-04-08,72,2994
2019-04-09,75,2921
2019-04-10,69,2938
2019-04-11,68,2986
2019-04-12,54,2421
2019-04-13,51,2044
2019-04-14,47,2141
2019-04-15,64,2761
2019-04-16,67,2794
2019-04-17,58,2653
2019-04-18,79,2510
2019-04-19,56,2135
2019-04-20,67,1857
2019-04-21,51,2021
2019-04-22,56,2580
2019-04-23,77,2761
2019-04-24,57,2836
2019-04-25,79,2589
2019-04-26,67,2355
2019-04-27,64,1844
2019-04-28,83,2092
2019-04-29,57,2756
2019-04-30,46,2728
2019-05-01,67,2525
2019-05-02,80,2600
2019-05-03,66,2254
2019-05-04,55,1941
2019-05-05,51,2082
2019-05-06,77,2643
2019-05-07,66,2546
2019-05-08,68,2527
2019-05-09,53,2529
2019-05-10,54,2262
2019-05-11,55,1891
2019-05-12,63,1940
2019-05-13,85,2648
2019-05-14,57,2600
2019-05-15,57,2700
2019-05-16,43,2506
2019-05-17,65,2261
2019-05-18,43,1788
2019-05-19,42,1912
2019-05-20,89,2665
2019-05-21,63,2948
2019-05-22,68,2653
2019-05-23,67,2527
2019-05-24,48,2160
2019-05-25,72,1855
2019-05-26,68,2023
2019-05-27,67,2411
2019-05-28,64,2500
2019-05-29,59,2527
2019-05-30,63,3613
2019-05-31,57,2159
2019-06-01,52,1734
2019-06-02,47,1746
2019-06-03,61,2282
2019-06-04,65,2339
2019-06-05,61,2197
2019-06-06,45,2009
2019-06-07,54,2079
2019-06-08,53,1871
2019-06-09,43,1776
2019-06-10,52,2370
2019-06-11,59,2226
2019-06-12,54,2312
2019-06-13,71,2278
2019-06-14,34,1925
2019-06-15,48,1687
2019-06-16,50,1807
2019-06-17,55,2281
2019-06-18,42,2387
2019-06-19,49,2364
2019-06-20,70,2268
2019-06-21,48,1916
2019-06-22,40,1630
2019-06-23,53,1824
2019-06-24,51,2276
2019-06-25,42,2211
2019-06-26,52,2176
2019-06-27,47,2069
2019-06-28,36,1787
2019-06-29,35,1510
2019-06-30,46,1728
2019-07-01,51,1984
2019-07-02,57,2027
2019-07-03,49,1950
2019-07-04,44,1938
2019-07-05,58,3047
2019-07-06,28,1765
2019-07-07,49,1814
2019-07-08,61,2110
2019-07-09,56,2392
2019-07-10,43,2182
2019-07-11,53,2186
2019-07-12,36,1942
2019-07-13,41,1610
2019-07-14,46,1772
2019-07-15,70,2119
2019-07-16,83,2643
2019-07-17,73,2525
2019-07-18,45,2095
2019-07-19,36,1783
2019-07-20,45,1744
2019-07-21,41,1846
2019-07-22,45,2183
2019-07-23,52,2152
2019-07-24,49,2016
2019-07-25,43,1972
2019-07-26,44,1701
2019-07-27,28,1508
2019-07-28,41,1687
2019-07-29,70,2501
2019-07-30,42,2358
2019-07-31,41,1839
2019-08-01,66,1875
2019-08-02,39,1817
2019-08-03,48,1777
2019-08-04,44,1882
2019-08-05,76,2167
2019-08-06,39,2049
2019-08-07,56,2109
2019-08-08,54,1919
2019-08-09,31,1779
2019-08-10,92,1823
2019-08-11,62,1641
2019-08-12,54,1823
2019-08-13,48,1823
2019-08-14,33,1791
2019-08-15,42,1796
2019-08-16,51,1615
2019-08-17,36,1602
2019-08-18,45,1766
2019-08-19,71,1995
2019-08-20,42,2132
2019-08-21,48,2121
2019-08-22,62,2104
2019-08-23,40,1786
2019-08-24,64,1533
2019-08-25,68,1677
2019-08-26,57,1815
2019-08-27,61,2217
2019-08-28,86,2220
2019-08-29,78,2240
2019-08-30,86,1967
2019-08-31,96,1646
2019-09-01,72,1860
2019-09-02,60,1998
2019-09-03,52,2286
2019-09-04,50,2433
2019-09-05,57,2249
2019-09-06,56,1960
2019-09-07,51,1663
2019-09-08,56,1920
2019-09-09,76,2299
2019-09-10,65,2376
2019-09-11,73,2475
2019-09-12,63,2420
2019-09-13,81,2261
2019-09-14,61,1887
2019-09-15,73,1976
2019-09-16,141,2623
2019-09-17,174,2806
2019-09-18,137,2929
2019-09-19,74,2719
2019-09-20,129,2455
2019-09-21,138,2223
2019-09-22,121,2224
2019-09-23,108,2779
2019-09-24,88,3067
2019-09-25,78,2926
2019-09-26,75,2836
2019-09-27,72,2455
2019-09-28,58,2082
2019-09-29,57,2364
2019-09-30,60,3009
2019-10-01,77,3052
2019-10-02,76,3073
2019-10-03,60,2810
2019-10-04,66,2621
2019-10-05,60,2127
2019-10-06,64,2345
2019-10-07,102,4134
2019-10-08,94,3190
2019-10-09,90,3286
2019-10-10,64,3286
2019-10-11,79,2832
2019-10-12,53,2237
2019-10-13,71,2565
2019-10-14,105,3081
2019-10-15,91,3378
2019-10-16,187,3105
2019-10-17,1260,3007
2019-10-18,660,2810
2019-10-19,202,2452
2019-10-20,100,2500
2019-10-21,111,3394
2019-10-22,1384,3343
2019-10-23,93,3506
2019-10-24,91,3185
2019-10-25,69,2870
2019-10-26,61,2236
2019-10-27,67,2366
2019-10-28,99,3042
2019-10-29,68,3178
2019-10-30,75,3032
2019-10-31,77,2950
2019-11-01,60,2706
2019-11-02,67,2498
2019-11-03,106,2692
2019-11-04,116,3600
2019-11-05,116,3515
2019-11-06,79,3460
2019-11-07,104,3508
2019-11-08,95,3115
2019-11-09,62,2655
2019-11-10,64,2903
2019-11-11,96,3960
2019-11-12,91,4845
2019-11-13,92,5067
2019-11-14,97,4231
2019-11-15,84,3088
2019-11-16,68,2627
2019-11-17,88,2843
2019-11-18,101,3478
2019-11-19,99,3603
2019-11-20,85,3566
2019-11-21,91,3419
2019-11-22,67,2951
2019-11-23,57,2506
2019-11-24,87,2954
2019-11-25,126,3786
2019-11-26,76,3420
2019-11-27,81,3361
2019-11-28,69,3246
2019-11-29,82,2869
2019-11-30,61,2625
2019-12-01,70,2994
2019-12-02,84,3715
2019-12-03,107,3655
2019-12-04,114,3759
2019-12-05,75,3635
2019-12-06,95,3590
2019-12-07,985,3102
2019-12-08,100,3435
2019-12-09,110,3845
2019-12-10,107,3767
2019-12-11,100,3971
2019-12-12,105,3462
2019-12-13,86,3276
2019-12-14,77,2755
2019-12-15,56,3008
2019-12-16,105,3945
2019-12-17,95,5075
2019-12-18,90,4943
2019-12-19,77,3838
2019-12-20,65,3136
2019-12-21,83,2888
2019-12-22,76,3262
2019-12-23,112,3365
2019-12-24,98,3234
2019-12-25,84,3150
2019-12-26,105,3605
2019-12-27,97,3660
2019-12-28,109,3727
2019-12-29,110,3786
2019-12-30,86,3924
2019-12-31,96,3492
2020-01-01,79,3256
2020-01-02,103,4516
2020-01-03,107,4603
2020-01-04,102,4142
2020-01-05,113,4005
2020-01-06,113,4700
2020-01-07,128,5103
2020-01-08,119,5735
2020-01-09,116,5131
2020-01-10,97,4708
2020-01-11,89,4378
2020-01-12,82,3950
2020-01-13,129,5551
2020-01-14,95,6176
2020-01-15,103,6011
2020-01-16,129,5656
2020-01-17,100,4625
2020-01-18,79,4232
2020-01-19,110,3781
2020-01-20,153,5094
2020-01-21,237,7194
2020-01-22,295,9702
2020-01-23,280,12950
2020-01-24,340,15885
2020-01-25,333,17189
2020-01-26,370,19019
2020-01-27,482,21048
2020-01-28,453,22858
2020-01-29,471,22957
2020-01-30,534,26375
2020-01-31,489,27748
2020-02-01,357,18819
2020-02-02,364,17321
2020-02-03,420,17472
2020-02-04,365,15566
2020-02-05,310,14189
2020-02-06,302,14074
2020-02-07,290,12514
2020-02-08,264,11458
2020-02-09,242,11444
2020-02-10,349,12584
2020-02-11,297,12652
2020-02-12,256,10747
2020-02-13,243,11140
2020-02-14,212,8967
2020-02-15,161,8125
2020-02-16,184,7489
2020-02-17,199,8506
2020-02-18,214,9680
2020-02-19,170,8729
2020-02-20,172,7905
2020-02-21,196,8384
2020-02-22,189,9506
2020-02-23,240,13524
2020-02-24,450,21924
2020-02-25,543,29618
2020-02-26,588,35886
2020-02-27,768,42070
2020-02-28,672,40299
2020-02-29,561,23238
2020-03-01,471,20190
2020-03-02,689,23761
2020-03-03,637,22671
2020-03-04,557,21343
2020-03-05,576,21094
2020-03-06,569,20887
2020-03-07,485,19590
2020-03-08,498,21757
2020-03-09,774,26268
2020-03-10,814,28978
2020-03-11,932,34366
2020-03-12,1167,47607
2020-03-13,1028,44801
2020-03-14,893,38337
2020-03-15,795,38422
2020-03-16,876,39562
2020-03-17,836,37810
2020-03-18,776,39003
2020-03-19,728,36555
2020-03-20,780,35108
2020-03-21,681,34095
2020-03-22,718,34056
2020-03-23,670,30577
2020-03-24,624,29278
2020-03-25,574,27650
2020-03-26,610,27753
2020-03-27,621,28858
2020-03-28,587,27174
2020-03-29,610,27487
2020-03-30,525,24020
2020-03-31,473,21701
2020-04-01,481,22495
2020-04-02,505,21499
2020-04-03,404,19533
2020-04-04,394,19487
2020-04-05,397,19127
2020-04-06,413,17892
2020-04-07,348,15117
2020-04-08,325,14254
2020-04-09,284,14412
2020-04-10,310,14516
2020-04-11,256,13856
2020-04-12,275,13409
2020-04-13,267,12798
2020-04-14,262,12193
2020-04-15,287,12158
2020-04-16,263,11854
2020-04-17,262,11214
2020-04-18,247,10765
2020-04-19,289,11307
2020-04-20,292,10809
2020-04-21,285,11171
2020-04-22,259,11977
2020-04-23,240,11306
2020-04-24,204,9832
2020-04-25,230,9317
2020-04-26,228,9801
2020-04-27,251,9455
2020-04-28,233,9416
2020-04-29,235,9424
2020-04-30,194,8465
2020-05-01,157,7650
2020-05-02,148,7273
2020-05-03,135,7555
2020-05-04,169,7739
2020-05-05,155,7646
2020-05-06,180,7313
2020-05-07,166,7415
2020-05-08,130,6330
2020-05-09,145,6117
2020-05-10,123,6508
2020-05-11,140,6811
2020-05-12,147,6517
2020-05-13,143,6421
2020-05-14,155,7538
2020-05-15,113,6658
2020-05-16,120,6140
2020-05-17,98,6199
2020-05-18,142,6278
2020-05-19,134,5704
2020-05-20,131,5451
2020-05-21,107,5464
2020-05-22,138,5016
2020-05-23,87,4433
2020-05-24,114,4688
2020-05-25,118,4593
2020-05-26,102,4856
2020-05-27,113,4698
2020-05-28,127,4517
2020-05-29,98,3850
2020-05-30,62,3497
2020-05-31,80,3373
2020-06-01,66,3444
2020-06-02,74,3147
2020-06-03,70,3241
2020-06-04,87,3111
2020-06-05,75,2949
2020-06-06,63,2879
2020-06-07,87,3132
2020-06-08,77,3302
2020-06-09,63,3187
2020-06-10,67,3099
2020-06-11,70,3106
2020-06-12,61,3097
2020-06-13,78,2809
2020-06-14,55,2884
2020-06-15,60,3161
2020-06-16,72,3118
2020-06-17,81,2971
2020-06-18,65,2996
2020-06-19,80,2951
2020-06-20,62,3307
2020-06-21,65,3823
2020-06-22,76,3686
2020-06-23,68,3373
2020-06-24,76,3267
2020-06-25,71,3342
2020-06-26,64,3224
2020-06-27,83,3215
2020-06-28,82,3407
2020-06-29,86,3835
2020-06-30,95,4648
2020-07-01,83,3631
2020-07-02,82,3655
2020-07-03,93,3400
2020-07-04,79,2977
2020-07-05,63,3145
2020-07-06,78,3535
2020-07-07,111,3421
2020-07-08,105,3519
2020-07-09,81,3578
2020-07-10,72,3307
2020-07-11,65,3051
2020-07-12,64,3256
2020-07-13,100,3786
2020-07-14,105,3926
2020-07-15,88,3785
2020-07-16,92,3659
2020-07-17,74,3578
2020-07-18,77,3310
2020-07-19,88,3687
2020-07-20,84,3794
2020-07-21,79,3489
2020-07-22,82,3587
2020-07-23,99,3594
2020-07-24,104,3342
2020-07-25,87,3102
2020-07-26,61,3238
2020-07-27,73,3327
2020-07-28,79,3259
2020-07-29,82,3371
2020-07-30,73,3264
2020-07-31,98,3076
2020-08-01,68,2750
2020-08-02,77,3073
2020-08-03,82,3373
2020-08-04,84,3350
2020-08-05,84,3212
2020-08-06,68,3121
2020-08-07,61,2824
2020-08-08,76,2708
2020-08-09,92,2949
2020-08-10,75,3162
2020-08-11,86,3537
2020-08-12,71,3073
2020-08-13,69,3005
2020-08-14,84,2939
2020-08-15,67,2590
2020-08-16,61,2814
2020-08-17,74,3223
2020-08-18,88,3127
2020-08-19,61,3272
2020-08-20,67,2910
2020-08-21,81,2741
2020-08-22,59,2837
2020-08-23,67,3135
2020-08-24,75,3230
2020-08-25,70,3077
2020-08-26,75,2927
2020-08-27,83,2868
2020-08-28,66,2852
2020-08-29,61,2717
2020-08-30,73,3006
2020-08-31,66,3301
2020-09-01,62,2957
2020-09-02,66,2883
2020-09-03,80,2974
2020-09-04,53,2710
2020-09-05,66,2425
2020-09-06,52,2619
2020-09-07,73,3084
2020-09-08,60,3149
2020-09-09,66,3272
2020-09-10,88,3414
2020-09-11,78,3290
2020-09-12,60,2885
2020-09-13,49,2731
2020-09-14,85,3271
2020-09-15,78,3396
2020-09-16,83,3511
2020-09-17,88,3641
2020-09-18,76,3712
2020-09-19,72,2791
2020-09-20,70,3009
2020-09-21,104,3836
2020-09-22,96,4178
2020-09-23,89,4050
2020-09-24,84,3859
2020-09-25,76,3620
2020-09-26,77,3221
2020-09-27,80,3238
2020-09-28,76,3773
2020-09-29,96,4445
2020-09-30,70,3393
2020-10-01,87,3213
2020-10-02,93,3468
2020-10-03,73,3387
2020-10-04,70,3286
2020-10-05,106,4156
2020-10-06,155,5499
2020-10-07,121,5106
2020-10-08,127,4651
2020-10-09,84,3873
2020-10-10,80,3374
2020-10-11,86,3658
2020-10-12,99,4247
2020-10-13,80,4554
2020-10-14,104,4145
2020-10-15,87,4287
2020-10-16,77,3800
2020-10-17,85,3575
2020-10-18,93,3708
2020-10-19,102,4486
2020-10-20,84,4584
2020-10-21,114,4561
2020-10-22,85,4319
2020-10-23,83,4047
2020-10-24,71,3567
2020-10-25,76,3917
2020-10-26,107,4515
2020-10-27,108,4572
2020-10-28,94,4794
2020-10-29,97,4572
2020-10-30,84,4385
2020-10-31,61,3741
2020-11-01,89,3847
2020-11-02,81,4534
2020-11-03,84,3961
2020-11-04,68,3366
2020-11-05,78,3703
2020-11-06,77,3428
2020-11-07,52,2999
2020-11-08,77,3066
2020-11-09,88,4263
2020-11-10,83,3730
2020-11-11,79,3766
2020-11-12,83,3882
2020-11-13,90,3691
2020-11-14,70,3208
2020-11-15,80,3511
2020-11-16,112,4361
2020-11-17,93,4293
2020-11-18,96,4181
2020-11-19,98,4190
2020-11-20,93,3855
2020-11-21,88,3482
2020-11-22,101,3674
2020-11-23,110,4347
2020-11-24,82,3908
2020-11-25,90,3687
2020-11-26,89,3598
2020-11-27,86,3264
2020-11-28,78,3432
2020-11-29,77,3498
2020-11-30,93,3645
2020-12-01,84,3827
2020-12-02,92,4025
2020-12-03,88,4129
2020-12-04,83,3934
2020-12-05,84,3818
2020-12-06,86,3737
2020-12-07,90,4054
2020-12-08,96,4032
2020-12-09,72,3973
2020-12-10,86,3928
2020-12-11,88,3657
2020-12-12,61,3152
2020-12-13,58,3331
2020-12-14,88,4000
2020-12-15,83,3913
2020-12-16,97,3587
2020-12-17,81,3616
2020-12-18,99,3513
2020-12-19,78,3456
2020-12-20,70,4131
2020-12-21,120,4699
2020-12-22,83,3818
2020-12-23,74,3297
2020-12-24,59,3805
2020-12-25,53,2930
2020-12-26,57,3157
2020-12-27,72,3379
2020-12-28,82,3542
2020-12-29,89,3951
2020-12-30,85,3980
2020-12-31,77,3644
2021-01-01,66,3212
2021-01-02,76,3408
2021-01-03,92,3645
2021-01-04,88,4028
2021-01-05,87,4462
2021-01-06,105,4083
2021-01-07,91,3434
2021-01-08,72,3520
2021-01-09,94,3159
2021-01-10,78,3358
2021-01-11,90,3633
2021-01-12,81,3651
2021-01-13,75,3403
2021-01-14,94,3599
2021-01-15,89,3763
2021-01-16,59,3101
2021-01-17,62,2925
2021-01-18,81,3167
2021-01-19,85,3225
2021-01-20,75,3283
2021-01-21,81,3052
2021-01-22,67,3287
2021-01-23,60,2901
2021-01-24,63,2976
2021-01-25,88,3461
2021-01-26,78,3365
2021-01-27,74,3266
2021-01-28,56,2848
2021-01-29,59,2906
2021-01-30,65,2485
2021-01-31,62,3124
2021-02-01,78,2948
2021-02-02,69,2945
2021-02-03,74,2853
2021-02-04,69,2974
2021-02-05,67,2799
2021-02-06,35,2426
2021-02-07,54,2744
2021-02-08,67,2892
2021-02-09,74,2894
2021-02-10,58,2887
2021-02-11,54,2839
2021-02-12,57,2570
2021-02-13,51,2513
2021-02-14,58,2521
2021-02-15,78,2652
2021-02-16,63,2747
2021-02-17,61,2652
2021-02-18,63,2571
2021-02-19,60,2732
2021-02-20,58,3078
2021-02-21,58,3201
2021-02-22,75,3551
2021-02-23,67,3360
2021-02-24,87,3452
2021-02-25,68,3486
2021-02-26,52,2916
2021-02-27,48,2641
2021-02-28,49,2821
2021-03-01,67,3202
2021-03-02,79,3237
2021-03-03,59,3123
2021-03-04,92,3164
2021-03-05,63,2608
2021-03-06,50,2530
2021-03-07,55,2726
2021-03-08,56,2902
2021-03-09,76,2752
2021-03-10,65,2874
2021-03-11,64,2860
2021-03-12,55,2696
2021-03-13,59,2354
2021-03-14,65,2585
2021-03-15,76,2844
2021-03-16,79,2871
2021-03-17,67,2745
2021-03-18,61,2743
2021-03-19,69,2524
2021-03-20,63,2334
2021-03-21,54,2392
2021-03-22,80,2749
2021-03-23,86,2876
2021-03-24,79,2952
2021-03-25,70,2762
2021-03-26,68,2590
2021-03-27,61,2222
2021-03-28,62,2350
2021-03-29,68,2785
2021-03-30,72,2689
2021-03-31,76,2593
2021-04-01,60,2460
2021-04-02,54,2466
2021-04-03,62,2273
2021-04-04,54,2371
2021-04-05,79,2798
2021-04-06,65,2836
2021-04-07,77,2785
2021-04-08,65,2675
2021-04-09,70,2585
2021-04-10,56,2276
2021-04-11,70,2491
2021-04-12,53,2817
2021-04-13,67,2673
2021-04-14,53,2751
2021-04-15,71,2986
2021-04-16,65,3286
2021-04-17,76,2802
2021-04-18,67,2825
2021-04-19,93,2924
2021-04-20,59,2835
2021-04-21,78,2909
2021-04-22,63,3155
2021-04-23,55,2853
2021-04-24,53,2653
2021-04-25,52,2700
2021-04-26,56,3075
2021-04-27,64,3178
2021-04-28,66,3048
2021-04-29,74,3111
2021-04-30,65,3354
2021-05-01,45,3042
2021-05-02,56,2512
2021-05-03,60,3022
2021-05-04,54,3116
2021-05-05,72,3087
2021-05-06,64,3031
2021-05-07,53,2798
2021-05-08,44,2372
2021-05-09,62,2544
2021-05-10,61,2974
2021-05-11,52,2834
2021-05-12,57,2844
2021-05-13,60,2624
2021-05-14,60,2601
2021-05-15,41,2434
2021-05-16,38,2325
2021-05-17,52,2836
2021-05-18,60,2849
2021-05-19,55,2547
2021-05-20,60,2774
2021-05-21,55,2623
2021-05-22,43,2204
2021-05-23,50,2427
2021-05-24,58,2734
2021-05-25,53,2659
2021-05-26,60,2533
2021-05-27,58,2545
2021-05-28,49,2374
2021-05-29,38,2116
2021-05-30,35,2110
2021-05-31,44,2400
2021-06-01,60,3846
2021-06-02,57,3840
2021-06-03,44,2888
2021-06-04,45,2506
2021-06-05,49,2089
2021-06-06,50,2189
2021-06-07,52,2321
2021-06-08,44,2277
2021-06-09,42,2168
2021-06-10,55,2057
2021-06-11,39,1878
2021-06-12,53,1845
2021-06-13,44,1768
2021-06-14,47,2098
2021-06-15,41,2064
2021-06-16,54,2296
2021-06-17,38,1981
2021-06-18,56,1919
2021-06-19,44,1745
2021-06-20,36,1814
2021-06-21,52,2097
2021-06-22,52,2015
2021-06-23,46,1984
2021-06-24,46,1963
2021-06-25,37,1845
2021-06-26,41,1817
2021-06-27,42,1843
2021-06-28,47,2142
2021-06-29,40,2242
2021-06-30,52,2227
2021-07-01,55,2227
2021-07-02,49,1998
2021-07-03,33,1707
2021-07-04,46,1912
2021-07-05,50,2285
2021-07-06,55,2486
2021-07-07,52,2264
2021-07-08,61,2331
2021-07-09,49,2378
2021-07-10,45,2044
2021-07-11,33,1947
2021-07-12,39,2071
2021-07-13,50,2450
2021-07-14,49,2284
2021-07-15,41,2376
2021-07-16,25,2289
2021-07-17,51,2193
2021-07-18,32,2236
2021-07-19,48,2443
2021-07-20,55,2350
2021-07-21,47,2431
2021-07-22,55,2407
2021-07-23,53,2307
2021-07-24,51,2128
2021-07-25,50,2365
2021-07-26,61,2493
2021-07-27,66,2648
2021-07-28,56,2630
2021-07-29,71,2765
2021-07-30,43,3219
2021-07-31,47,2468
2021-08-01,54,2383
2021-08-02,55,2708
2021-08-03,66,2693
2021-08-04,51,2961
2021-08-05,62,2725
2021-08-06,64,2896
2021-08-07,60,2940
2021-08-08,68,3106
2021-08-09,62,3381
2021-08-10,77,3137
2021-08-11,70,3245
2021-08-12,69,3093
2021-08-13,63,2899
2021-08-14,59,2659
2021-08-15,45,2619
2021-08-16,63,2649
2021-08-17,57,2709
2021-08-18,52,2920
2021-08-19,65,3058
2021-08-20,67,2762
2021-08-21,45,2497
2021-08-22,49,2531
2021-08-23,79,3077
2021-08-24,73,3283
2021-08-25,65,3220
2021-08-26,75,2946
2021-08-27,48,2659
2021-08-28,52,2328
2021-08-29,55,2456
2021-08-30,75,2827
2021-08-31,66,2771
2021-09-01,46,2915
2021-09-02,81,2908
2021-09-03,73,2759
2021-09-04,70,2339
2021-09-05,61,2451
2021-09-06,65,2690
2021-09-07,86,2900
2021-09-08,66,3792
2021-09-09,67,3137
2021-09-10,73,2946
2021-09-11,52,2441
2021-09-12,63,2682
2021-09-13,92,3334
2021-09-14,93,3554
2021-09-15,66,2960
2021-09-16,63,2964
2021-09-17,70,2851
2021-09-18,53,2403
2021-09-19,46,2596
2021-09-20,62,2899
2021-09-21,50,3115
2021-09-22,66,2880
2021-09-23,69,2812
2021-09-24,57,2480
2021-09-25,44,2234
2021-09-26,32,2227
2021-09-27,52,2692
2021-09-28,89,2726
2021-09-29,50,2858
2021-09-30,52,2662
2021-10-01,54,2672
2021-10-02,47,2429
2021-10-03,46,2384
2021-10-04,64,2621
2021-10-05,59,2611
2021-10-06,81,2674
2021-10-07,56,2653
2021-10-08,59,2582
2021-10-09,57,2109
2021-10-10,63,2222
2021-10-11,60,2648
2021-10-12,58,2682
2021-10-13,69,2514
2021-10-14,63,2664
2021-10-15,62,2408
2021-10-16,39,1994
2021-10-17,58,2213
2021-10-18,65,2519
2021-10-19,79,2740
2021-10-20,53,2655
2021-10-21,61,2641
2021-10-22,52,2245
2021-10-23,57,2084
2021-10-24,50,2099
2021-10-25,57,2567
2021-10-26,73,2671
2021-10-27,73,2604
2021-10-28,68,2526
2021-10-29,44,2373
2021-10-30,44,2098
2021-10-31,41,2100
2021-11-01,48,2618
2021-11-02,59,2602
2021-11-03,65,2280
2021-11-04,55,2545
2021-11-05,47,2366
2021-11-06,38,1861
2021-11-07,51,2038
2021-11-08,51,2432
2021-11-09,60,2436
2021-11-10,79,2478
2021-11-11,63,2329
