Week,Average Page Visits per Day
2023-12-06,1951.142857142857
2023-12-13,2082.0
2023-12-20,1909.4285714285713
2023-12-27,2035.7142857142858
2024-01-03,2334.285714285714
2024-01-10,2074.0
2024-01-17,1917.857142857143
2024-01-24,1874.7142857142858
2024-01-31,1835.857142857143
2024-02-07,1757.4285714285713
2024-02-14,1664.5714285714287
2024-02-21,1582.0
2024-02-28,1534.0
2024-03-06,1622.142857142857
2024-03-13,1455.7142857142858
2024-03-20,1250.5714285714287
2024-03-27,1207.0
2024-04-03,1236.857142857143
2024-04-10,1107.7142857142858
2024-04-17,1228.5714285714287
2024-04-24,1240.0
2024-05-01,1259.5714285714287
2024-05-08,1154.142857142857
2024-05-15,1136.2857142857142
2024-05-22,1085.2857142857142
2024-05-29,998.0
2024-06-05,1083.2857142857142
2024-06-12,962.8571428571429
2024-06-19,984.8571428571429
2024-06-26,936.7142857142857
2024-07-03,936.4285714285714
2024-07-10,988.2857142857143
2024-07-17,980.4285714285714
2024-07-24,948.0
2024-07-31,878.5714285714286
2024-08-07,931.7142857142857
2024-08-14,1026.0
2024-08-21,1004.4285714285714
2024-08-28,1055.0
2024-09-04,1045.142857142857
2024-09-11,1091.2857142857142
2024-09-18,1169.4285714285713
2024-09-25,1255.2857142857142
2024-10-02,1256.142857142857
2024-10-09,1304.0
2024-10-16,1385.857142857143
2024-10-23,1268.4285714285713
2024-10-30,1240.5714285714287
2024-11-06,1307.0
2024-11-13,1478.0
2024-11-20,1385.0
2024-11-27,1300.142857142857
2024-12-04,1451.857142857143
2024-12-11,1547.0
2024-12-18,1777.7142857142858
2024-12-25,2119.285714285714
2025-01-01,2507.8571428571427
2025-01-08,2308.714285714286
2025-01-15,2069.4285714285716
2025-01-22,2313.1428571428573
2025-01-29,3466.5714285714284
