State,Term,Lag,Correlation,P-Value,N
Puerto Rico,Influenza,lag_5w,,,497
Puerto Rico,Influenza,lag_6w,,,496
Puerto Rico,Influenza,lag_7w,,,495
Puerto Rico,Type A influenza,lag_0w,,,502
Puerto Rico,Type A influenza,lag_1w,,,501
Puerto Rico,Type A influenza,lag_2w,,,500
Puerto Rico,Type A influenza,lag_3w,,,499
Puerto Rico,Type A influenza,lag_4w,,,498
Puerto Rico,Type A influenza,lag_5w,,,497
Puerto Rico,Type A influenza,lag_6w,,,496
Puerto Rico,Type A influenza,lag_7w,,,495
Rhode Island,Influenza A virus,lag_0w,0.6486451963203901,2.866301781233292e-61,502
Rhode Island,Influenza A virus,lag_1w,0.628361555164517,2.1383402614586227e-56,501
Rhode Island,Influenza A virus,lag_2w,0.6042759265019585,4.3210336198476774e-51,500
Rhode Island,Influenza A virus,lag_3w,0.5609670872251842,1.0509954435452196e-42,499
Rhode Island,Influenza A virus,lag_4w,0.512735720396973,9.739329449928962e-35,498
Rhode Island,Influenza A virus,lag_5w,0.43391936994435243,3.0943463299181622e-24,497
Rhode Island,Influenza A virus,lag_6w,0.34417991067692255,3.0660921075513727e-15,496
Rhode Island,Influenza A virus,lag_7w,0.26453011627103723,2.267991557264781e-09,495
Rhode Island,Flu,lag_0w,0.1798819974284112,5.048226988015339e-05,502
Rhode Island,Flu,lag_1w,0.2124358997193686,1.602955470407285e-06,501
Rhode Island,Flu,lag_2w,0.2631042557322826,2.3145227961692026e-09,500
Rhode Island,Flu,lag_3w,0.3010817832711018,6.473958253706826e-12,499
Rhode Island,Flu,lag_4w,0.3315740489597926,3.036853638945007e-14,498
Rhode Island,Flu,lag_5w,0.34462704705810565,2.6343492644440065e-15,497
Rhode Island,Flu,lag_6w,0.3374337925768571,1.1297705651937156e-14,496
Rhode Island,Flu,lag_7w,0.3025536931541133,6.147725558800261e-12,495
Rhode Island,Influenza,lag_0w,0.2342391144536228,1.1012757021596812e-07,502
Rhode Island,Influenza,lag_1w,0.275271797649304,3.6686207614017444e-10,501
Rhode Island,Influenza,lag_2w,0.32411176059217384,1.0799076903620307e-13,500
Rhode Island,Influenza,lag_3w,0.363205532240196,5.2499489061986256e-17,499
Rhode Island,Influenza,lag_4w,0.3969461826548106,3.044875953257348e-20,498
Rhode Island,Influenza,lag_5w,0.41696781598495464,2.516258913581064e-22,497
Rhode Island,Influenza,lag_6w,0.40919610478735724,1.9104114788662766e-21,496
Rhode Island,Influenza,lag_7w,0.37318088497981083,8.386170826324739e-18,495
Rhode Island,Type A influenza,lag_0w,0.21748516267693713,8.667977703865377e-07,502
Rhode Island,Type A influenza,lag_1w,0.2549982779813464,7.065735208278947e-09,501
Rhode Island,Type A influenza,lag_2w,0.29083055571571204,3.33979767261722e-11,500
Rhode Island,Type A influenza,lag_3w,0.3157126201035562,5.188115232333461e-13,499
Rhode Island,Type A influenza,lag_4w,0.31929778612801607,2.889440698853762e-13,498
Rhode Island,Type A influenza,lag_5w,0.3031560212957109,5.036976502730243e-12,497
Rhode Island,Type A influenza,lag_6w,0.27965945349444304,2.304768162051794e-10,496
Rhode Island,Type A influenza,lag_7w,0.25994675440220133,4.356979330465751e-09,495
South Carolina,Influenza A virus,lag_0w,0.6204150370297938,9.817480258970432e-55,502
South Carolina,Influenza A virus,lag_1w,0.6083272595144659,4.918867271669824e-52,501
South Carolina,Influenza A virus,lag_2w,0.6240942695441304,2.4737800105667306e-55,500
South Carolina,Influenza A virus,lag_3w,0.6223405813555303,7.724558615199406e-55,499
South Carolina,Influenza A virus,lag_4w,0.6149985566582237,3.846265211541813e-53,498
South Carolina,Influenza A virus,lag_5w,0.5795784697978343,6.174023013766318e-46,497
South Carolina,Influenza A virus,lag_6w,0.5254293328470965,1.5005247179188801e-36,496
South Carolina,Influenza A virus,lag_7w,0.45832090186719704,4.4473253440652176e-27,495
South Carolina,Flu,lag_0w,0.05466761903262989,0.22143979462730243,502
South Carolina,Flu,lag_1w,0.08318666246597857,0.06280855157805923,501
South Carolina,Flu,lag_2w,0.13133421425548653,0.003259677488745479,500
South Carolina,Flu,lag_3w,0.1791864132026345,5.6901005175656625e-05,499
South Carolina,Flu,lag_4w,0.2304655084888074,1.9897810119294002e-07,498
South Carolina,Flu,lag_5w,0.2706422880252715,8.612984904335148e-10,497
South Carolina,Flu,lag_6w,0.2863414966183416,8.162213370084295e-11,496
South Carolina,Flu,lag_7w,0.27126830484048586,8.48944066778505e-10,495
South Carolina,Influenza,lag_0w,0.11313599620780208,0.01119084605467911,502
South Carolina,Influenza,lag_1w,0.1462096249177061,0.0010303930701730862,501
South Carolina,Influenza,lag_2w,0.19496393788454022,1.1292456854463094e-05,500
South Carolina,Influenza,lag_3w,0.24504228676198297,2.9419073480309044e-08,499
South Carolina,Influenza,lag_4w,0.2987909798967309,9.955110751141009e-12,498
South Carolina,Influenza,lag_5w,0.34104569405311536,5.298755259521206e-15,497
South Carolina,Influenza,lag_6w,0.3562663040795339,2.7346650492452216e-16,496
South Carolina,Influenza,lag_7w,0.3473433582737807,1.756114556760781e-15,495
South Carolina,Type A influenza,lag_0w,0.14090495136029968,0.0015510451258810582,502
South Carolina,Type A influenza,lag_1w,0.16364522302161033,0.00023456057918992514,501
South Carolina,Type A influenza,lag_2w,0.20804048408325165,2.709263640760173e-06,500
South Carolina,Type A influenza,lag_3w,0.2408403279819594,5.126945574298158e-08,499
South Carolina,Type A influenza,lag_4w,0.2553909564236614,7.421247416784404e-09,498
South Carolina,Type A influenza,lag_5w,0.263261422792694,2.52721305271485e-09,497
South Carolina,Type A influenza,lag_6w,0.2723078138211214,6.995739102624826e-10,496
South Carolina,Type A influenza,lag_7w,0.27004537800904926,1.0167513392222139e-09,495
South Dakota,Influenza A virus,lag_0w,0.634250647713632,7.486153425300045e-58,502
South Dakota,Influenza A virus,lag_1w,0.6104342957574158,1.7691136664009355e-52,501
South Dakota,Influenza A virus,lag_2w,0.5755952636008361,1.871766220480672e-45,500
South Dakota,Influenza A virus,lag_3w,0.5303201470444487,1.5416618662649725e-37,499
South Dakota,Influenza A virus,lag_4w,0.4973779506463811,1.7570191496136066e-32,498
South Dakota,Influenza A virus,lag_5w,0.44342647237194227,2.3502088706787866e-25,497
South Dakota,Influenza A virus,lag_6w,0.3884281092153367,2.6095520944292833e-19,496
South Dakota,Influenza A virus,lag_7w,0.31281830891648443,1.0662146352459775e-12,495
South Dakota,Flu,lag_0w,0.23035374826448385,1.8024635642178914e-07,502
South Dakota,Flu,lag_1w,0.2747705761565494,3.95889867658088e-10,501
South Dakota,Flu,lag_2w,0.3083380371984725,1.790702250346082e-12,500
South Dakota,Flu,lag_3w,0.33184168305127876,2.7216977872782757e-14,499
South Dakota,Flu,lag_4w,0.3611132447944453,8.74185279644985e-17,498
South Dakota,Flu,lag_5w,0.37175085191032264,9.820788096601049e-18,497
South Dakota,Flu,lag_6w,0.3736895391034949,6.960461309460981e-18,496
South Dakota,Flu,lag_7w,0.339012651123452,8.883865140224233e-15,495
South Dakota,Influenza,lag_0w,0.279067262392953,1.9672498158853662e-10,502
South Dakota,Influenza,lag_1w,0.32500929304269144,8.652541966143978e-14,501
South Dakota,Influenza,lag_2w,0.3570624799021722,1.7619512056894993e-16,500
South Dakota,Influenza,lag_3w,0.3836034849936656,6.115085326546897e-19,499
South Dakota,Influenza,lag_4w,0.4211718658607629,7.838488940344395e-23,498
South Dakota,Influenza,lag_5w,0.4251126855654075,3.136474787002362e-23,497
South Dakota,Influenza,lag_6w,0.4257699596422783,2.92583069043448e-23,496
South Dakota,Influenza,lag_7w,0.38995560694250664,1.9991397052467652e-19,495
South Dakota,Type A influenza,lag_0w,0.20859852609398796,2.428659407239647e-06,502
South Dakota,Type A influenza,lag_1w,0.250579935136021,1.3028811431902556e-08,501
South Dakota,Type A influenza,lag_2w,0.2833257984453606,1.1025471823752125e-10,500
South Dakota,Type A influenza,lag_3w,0.2739249050871126,4.874481773970859e-10,499
South Dakota,Type A influenza,lag_4w,0.2720518446277072,6.716348232880528e-10,498
South Dakota,Type A influenza,lag_5w,0.2654668501560002,1.8384308522870265e-09,497
South Dakota,Type A influenza,lag_6w,0.2693516043879524,1.083194563445685e-09,496
South Dakota,Type A influenza,lag_7w,0.2521884939717042,1.2789096348208695e-08,495
Tennessee,Influenza A virus,lag_0w,0.6045343490596665,2.4197705397052908e-51,502
Tennessee,Influenza A virus,lag_1w,0.5987732143645856,4.61827256182719e-50,501
Tennessee,Influenza A virus,lag_2w,0.6016898606765139,1.4701597061761907e-50,500
Tennessee,Influenza A virus,lag_3w,0.596701832408735,1.8856841141920137e-49,499
Tennessee,Influenza A virus,lag_4w,0.57465869221407,4.187650543016752e-45,498
Tennessee,Influenza A virus,lag_5w,0.5107709021592979,2.2371550802622365e-34,497
Tennessee,Influenza A virus,lag_6w,0.456390838393084,6.882327106723857e-27,496
Tennessee,Influenza A virus,lag_7w,0.38575052655526454,5.205526503053874e-19,495
Tennessee,Flu,lag_0w,-0.028280236202791714,0.5272721054590809,502
Tennessee,Flu,lag_1w,-0.005371033862029674,0.9045460630959032,501
Tennessee,Flu,lag_2w,0.024526117262019156,0.5842891965455199,500
Tennessee,Flu,lag_3w,0.0476277044508472,0.2883007030656703,499
Tennessee,Flu,lag_4w,0.07510076903351237,0.0941118234892252,498
Tennessee,Flu,lag_5w,0.09384601482102675,0.03648277891369077,497
Tennessee,Flu,lag_6w,0.12088481874078497,0.00703187851130126,496
Tennessee,Flu,lag_7w,0.12323174024072678,0.006046070956732845,495
Tennessee,Influenza,lag_0w,0.02152961164610165,0.6303517009850872,502
Tennessee,Influenza,lag_1w,0.0468350555811599,0.2954382000591674,501
Tennessee,Influenza,lag_2w,0.0753490570098193,0.09236882810136979,500
Tennessee,Influenza,lag_3w,0.09965681713571287,0.02600575156470221,499
Tennessee,Influenza,lag_4w,0.1287334505178334,0.0040075416626543375,498
Tennessee,Influenza,lag_5w,0.15258449041554606,0.0006423253172827643,497
Tennessee,Influenza,lag_6w,0.18395359889776586,3.7603832618698996e-05,496
Tennessee,Influenza,lag_7w,0.18118759789177658,5.022339251383687e-05,495
Tennessee,Type A influenza,lag_0w,0.05564113596692466,0.21330972903283418,502
Tennessee,Type A influenza,lag_1w,0.07119808336985141,0.11145920317242333,501
Tennessee,Type A influenza,lag_2w,0.09775314621306946,0.028845421320410004,500
Tennessee,Type A influenza,lag_3w,0.11324122918597988,0.01136014669046373,499
Tennessee,Type A influenza,lag_4w,0.11904530100752547,0.00782819004372339,498
Tennessee,Type A influenza,lag_5w,0.12233153253134732,0.006322048491452749,497
Tennessee,Type A influenza,lag_6w,0.14317895945406933,0.001387739902381014,496
Tennessee,Type A influenza,lag_7w,0.14526593826908935,0.00119111405147251,495
Texas,Influenza A virus,lag_0w,0.6697960690063403,1.2208345559216066e-66,502
Texas,Influenza A virus,lag_1w,0.6682303209111894,4.249203665669277e-66,501
Texas,Influenza A virus,lag_2w,0.6712307444994362,9.271685323184039e-67,500
Texas,Influenza A virus,lag_3w,0.6716875594813929,9.479218229333389e-67,499
Texas,Influenza A virus,lag_4w,0.65435448239427,3.4464081635316108e-62,498
Texas,Influenza A virus,lag_5w,0.6229652829795151,9.215175054257262e-55,497
Texas,Influenza A virus,lag_6w,0.5756854289722635,4.0440495729057875e-45,496
Texas,Influenza A virus,lag_7w,0.5147680739085951,7.640602764689791e-35,495
Texas,Flu,lag_0w,0.11069787353066318,0.013076699015801422,502
Texas,Flu,lag_1w,0.148556923830006,0.0008518495252897179,501
Texas,Flu,lag_2w,0.19333981106617296,1.3396107677382876e-05,500
Texas,Flu,lag_3w,0.23906723970375618,6.461268604012076e-08,499
Texas,Flu,lag_4w,0.28888247146822665,4.994861636841856e-11,498
Texas,Flu,lag_5w,0.34405672183413644,2.946236544085906e-15,497
Texas,Flu,lag_6w,0.38216403239129604,1.0752881932212197e-18,496
Texas,Flu,lag_7w,0.3890036645652567,2.485741526187882e-19,495
Texas,Influenza,lag_0w,0.16143745521780217,0.00028134559073365894,502
Texas,Influenza,lag_1w,0.20156259350242411,5.439964596154941e-06,501
Texas,Influenza,lag_2w,0.24580571619258368,2.5726301114816168e-08,500
Texas,Influenza,lag_3w,0.294644663573825,1.8807221254122533e-11,499
Texas,Influenza,lag_4w,0.34895429825501634,1.0473571602715832e-15,498
Texas,Influenza,lag_5w,0.4075401976808627,2.6127039958401855e-21,497
Texas,Influenza,lag_6w,0.447528746372061,8.433679546477677e-26,496
Texas,Influenza,lag_7w,0.4569793224473805,6.540811851465973e-27,495
Texas,Type A influenza,lag_0w,0.15017841340128735,0.0007366147173385488,502
Texas,Type A influenza,lag_1w,0.16507210238339357,0.0002063823790321804,501
Texas,Type A influenza,lag_2w,0.21830945667491175,8.269201688306217e-07,500
Texas,Type A influenza,lag_3w,0.24212143513649606,4.332943586014663e-08,499
Texas,Type A influenza,lag_4w,0.24798186125077673,2.0483964465411367e-08,498
Texas,Type A influenza,lag_5w,0.24211420844470097,4.615905808908788e-08,497
Texas,Type A influenza,lag_6w,0.2477401680063587,2.2589147386177503e-08,496
Texas,Type A influenza,lag_7w,0.246685278675696,2.6871119257832625e-08,495
US,Influenza A virus,lag_0w,0.6886969311956719,7.889239350590744e-72,502
US,Influenza A virus,lag_1w,0.6745635018134981,8.8390013097611e-68,501
US,Influenza A virus,lag_2w,0.6643043080840645,5.9854289961910936e-65,500
US,Influenza A virus,lag_3w,0.6570424938202997,5.577509461977363e-63,499
US,Influenza A virus,lag_4w,0.6414535148478252,4.462136513838331e-59,498
US,Influenza A virus,lag_5w,0.59804123205632,1.5815374877562385e-49,497
US,Influenza A virus,lag_6w,0.5447140727477295,1.1437270195341924e-39,496
US,Influenza A virus,lag_7w,0.4559169851912284,8.866818242303756e-27,495
US,Flu,lag_0w,0.13863198986771985,0.0018494380117653401,502
US,Flu,lag_1w,0.1582645503777286,0.00037650444102591034,501
US,Flu,lag_2w,0.19623968840946274,9.864607362584672e-06,500
US,Flu,lag_3w,0.2586222882437863,4.553197905571296e-09,499
US,Flu,lag_4w,0.32750955235741347,6.475508923645016e-14,498
US,Flu,lag_5w,0.3746699016604985,5.20886311264642e-18,497
US,Flu,lag_6w,0.4142488221732588,5.476442291578238e-22,496
US,Flu,lag_7w,0.381593281998678,1.3228295404038184e-18,495
US,Influenza,lag_0w,0.19658308529381668,9.126338619212984e-06,502
US,Influenza,lag_1w,0.2161882101021621,1.0356401104231003e-06,501
US,Influenza,lag_2w,0.25653665794262276,5.897170934019802e-09,500
US,Influenza,lag_3w,0.32474778773663526,1.0169737157211777e-13,499
US,Influenza,lag_4w,0.3939883449481273,6.101311418181147e-20,498
US,Influenza,lag_5w,0.4380793564824975,1.0117556976197496e-24,497
US,Influenza,lag_6w,0.48930491943528487,3.2020445573724682e-31,496
US,Influenza,lag_7w,0.4615982336894236,1.7206822160442927e-27,495
US,Type A influenza,lag_0w,0.16077337486627769,0.0002983147267462383,502
US,Type A influenza,lag_1w,0.18408864684759518,3.388491727193701e-05,501
US,Type A influenza,lag_2w,0.21551033116082807,1.149385368495266e-06,500
US,Type A influenza,lag_3w,0.23383504479047584,1.2652687562636782e-07,499
US,Type A influenza,lag_4w,0.25508904905568996,7.739603820965837e-09,498
US,Type A influenza,lag_5w,0.26737885562875563,1.39191115346409e-09,497
US,Type A influenza,lag_6w,0.2760688312204341,3.980480460453731e-10,496
US,Type A influenza,lag_7w,0.2498325397817068,1.7612366536983257e-08,495
Utah,Influenza A virus,lag_0w,0.4195543755101776,8.014631182861502e-23,502
Utah,Influenza A virus,lag_1w,0.417160689696365,1.6287198027280981e-22,501
Utah,Influenza A virus,lag_2w,0.4109437785194549,8.552591258299454e-22,500
Utah,Influenza A virus,lag_3w,0.4063322508485562,2.9225913188237483e-21,499
Utah,Influenza A virus,lag_4w,0.38254423772079704,8.4140138560507075e-19,498
Utah,Influenza A virus,lag_5w,0.322743559327254,1.6404849395019963e-13,497
Utah,Influenza A virus,lag_6w,0.25397616249569477,9.672729032802975e-09,496
Utah,Influenza A virus,lag_7w,0.18300025625192964,4.206338325513239e-05,495
Utah,Flu,lag_0w,0.08578955694585952,0.05474475973058767,502
Utah,Flu,lag_1w,0.10362317088184053,0.02034871942070892,501
Utah,Flu,lag_2w,0.12468407088741439,0.00523922745817375,500
Utah,Flu,lag_3w,0.14380384408282496,0.0012772850947992767,499
Utah,Flu,lag_4w,0.14949439178193835,0.000818255055724868,498
Utah,Flu,lag_5w,0.15045707866874283,0.0007655966495234421,497
Utah,Flu,lag_6w,0.1577941045049895,0.00041950700505287214,496
Utah,Flu,lag_7w,0.153651111603089,0.0006029822264153996,495
Utah,Influenza,lag_0w,0.11368756561019093,0.010799205573135278,502
Utah,Influenza,lag_1w,0.14150894763910538,0.001495884491971568,501
Utah,Influenza,lag_2w,0.16001656986586432,0.00032777566529837643,500
Utah,Influenza,lag_3w,0.17951851219966902,5.509485212579622e-05,499
Utah,Influenza,lag_4w,0.19223774886302522,1.5635924185940045e-05,498
Utah,Influenza,lag_5w,0.19410884136775802,1.3126462105709376e-05,497
Utah,Influenza,lag_6w,0.1994518890192913,7.610942060002346e-06,496
Utah,Influenza,lag_7w,0.1854542736633501,3.299650177479797e-05,495
Utah,Type A influenza,lag_0w,0.016527065550815498,0.7118318938757692,502
Utah,Type A influenza,lag_1w,0.036264218015133146,0.4179735391470092,501
Utah,Type A influenza,lag_2w,0.054047987433521245,0.22766066875252705,500
Utah,Type A influenza,lag_3w,0.0690810566536373,0.12328628233952135,499
Utah,Type A influenza,lag_4w,0.054433022579382304,0.22529456132775358,498
Utah,Type A influenza,lag_5w,0.04021459320705235,0.370985772775637,497
Utah,Type A influenza,lag_6w,0.02964946922735054,0.510021752372781,496
Utah,Type A influenza,lag_7w,0.03176137946905844,0.4807869391339573,495
Vermont,Influenza A virus,lag_0w,0.5173640383902728,1.0315073328808203e-35,502
Vermont,Influenza A virus,lag_1w,0.4762631314413661,9.931403719160113e-30,501
Vermont,Influenza A virus,lag_2w,0.41815533731831134,1.3929857993884548e-22,500
Vermont,Influenza A virus,lag_3w,0.35665686517829087,2.0526543270345003e-16,499
Vermont,Influenza A virus,lag_4w,0.2900756738986172,4.12668786191069e-11,498
Vermont,Influenza A virus,lag_5w,0.22002819198222096,7.28226058463453e-07,497
Vermont,Influenza A virus,lag_6w,0.15339845856294648,0.0006079646155382917,496
Vermont,Influenza A virus,lag_7w,0.09432709981543491,0.03590342264678022,495
Vermont,Flu,lag_0w,0.18934234463001143,1.9512649418758653e-05,502
Vermont,Flu,lag_1w,0.22917346700347355,2.1490424656621426e-07,501
Vermont,Flu,lag_2w,0.25096263486075415,1.278273888035401e-08,500
Vermont,Flu,lag_3w,0.26517466292341274,1.7796311198650068e-09,499
Vermont,Flu,lag_4w,0.2637489476733321,2.2705363682037252e-09,498
Vermont,Flu,lag_5w,0.2570439020050421,6.1016382303645184e-09,497
Vermont,Flu,lag_6w,0.2405176446147913,5.864864072702696e-08,496
Vermont,Flu,lag_7w,0.2143211885784933,1.4918784730005948e-06,495
Vermont,Influenza,lag_0w,0.22992994049942264,1.9009855741712338e-07,502
Vermont,Influenza,lag_1w,0.2636066369872554,2.0743141028645568e-09,501
Vermont,Influenza,lag_2w,0.2861939262331514,7.014375670460811e-11,500
Vermont,Influenza,lag_3w,0.29956414595998015,8.344613351008463e-12,499
Vermont,Influenza,lag_4w,0.29806435523413594,1.1228904695215476e-11,498
Vermont,Influenza,lag_5w,0.29030749609150736,4.158959423347399e-11,497
Vermont,Influenza,lag_6w,0.2708293039247759,8.71130923096289e-10,496
Vermont,Influenza,lag_7w,0.24196552031889218,5.0090611552395144e-08,495
Vermont,Type A influenza,lag_0w,0.09692891872845719,0.02989881577649915,502
Vermont,Type A influenza,lag_1w,0.1026569518637932,0.02155562289195314,501
Vermont,Type A influenza,lag_2w,0.10747460005974346,0.016209794003757525,500
Vermont,Type A influenza,lag_3w,0.10541495122383468,0.018500181176668993,499
Vermont,Type A influenza,lag_4w,0.09777014854831965,0.029140818902696566,498
Vermont,Type A influenza,lag_5w,0.08553084769717936,0.05671857105266532,497
Vermont,Type A influenza,lag_6w,0.05750385889284085,0.20107367915904537,496
Vermont,Type A influenza,lag_7w,0.031718244403076024,0.48138330072068125,495
Virginia,Influenza A virus,lag_0w,0.657283335134379,2.071818786902942e-63,502
Virginia,Influenza A virus,lag_1w,0.6437846029301351,5.601902337019927e-60,501
Virginia,Influenza A virus,lag_2w,0.6415649897707237,2.466557711122096e-59,500
Virginia,Influenza A virus,lag_3w,0.6430870705755218,1.4041987114868289e-59,499
Virginia,Influenza A virus,lag_4w,0.6403613730456988,8.056826052904339e-59,498
Virginia,Influenza A virus,lag_5w,0.5976551211114064,1.89052963486635e-49,497
Virginia,Influenza A virus,lag_6w,0.5230935504565221,3.470944214498122e-36,496
Virginia,Influenza A virus,lag_7w,0.428248307165944,1.7003294806210483e-23,495
Virginia,Flu,lag_0w,0.17543803702085076,7.761683505854131e-05,502
Virginia,Flu,lag_1w,0.20840276484342599,2.5412880087246954e-06,501
Virginia,Flu,lag_2w,0.27076382501134794,7.52461344089252e-10,500
Virginia,Flu,lag_3w,0.3370550301438145,1.0105277767941055e-14,499
Virginia,Flu,lag_4w,0.39491052315443925,4.916306082439852e-20,498
Virginia,Flu,lag_5w,0.4257284965512865,2.673390023315294e-23,497
Virginia,Flu,lag_6w,0.40948632261862744,1.7791341470021194e-21,496
Virginia,Flu,lag_7w,0.35466317007584147,4.05848356691355e-16,495
Virginia,Influenza,lag_0w,0.2416367101116421,4.207808426476865e-08,502
Virginia,Influenza,lag_1w,0.2781723926253086,2.353921552318973e-10,501
Virginia,Influenza,lag_2w,0.3419161245367976,3.7025881115472414e-15,500
Virginia,Influenza,lag_3w,0.40588769743554165,3.2575913224989163e-21,499
Virginia,Influenza,lag_4w,0.4608910464431189,1.4730272828039424e-27,498
Virginia,Influenza,lag_5w,0.49906482704616084,1.1618379335745762e-32,497
Virginia,Influenza,lag_6w,0.4878310402258915,5.124412488470328e-31,496
Virginia,Influenza,lag_7w,0.43354382880723075,4.2203980080720026e-24,495
Virginia,Type A influenza,lag_0w,0.176665438807381,6.899362334927333e-05,502
Virginia,Type A influenza,lag_1w,0.1989868110583861,7.197662115466605e-06,501
Virginia,Type A influenza,lag_2w,0.2264668992154834,3.0892188712188556e-07,500
Virginia,Type A influenza,lag_3w,0.2537188292607699,9.043837889622832e-09,499
Virginia,Type A influenza,lag_4w,0.26503563153655274,1.8851026718644094e-09,498
Virginia,Type A influenza,lag_5w,0.2698172798542963,9.730093640049713e-10,497
Virginia,Type A influenza,lag_6w,0.24809172621646272,2.1547455586762596e-08,496
Virginia,Type A influenza,lag_7w,0.2181742034647604,9.536948698573661e-07,495
Washington,Influenza A virus,lag_0w,0.5802357663266114,1.6549119804739166e-46,502
Washington,Influenza A virus,lag_1w,0.582024298163605,9.266575837473413e-47,501
Washington,Influenza A virus,lag_2w,0.5640335968833894,2.4605725345522162e-43,500
Washington,Influenza A virus,lag_3w,0.5290889729973858,2.424659257639125e-37,499
Washington,Influenza A virus,lag_4w,0.48433596170458293,1.1830378761091484e-30,498
Washington,Influenza A virus,lag_5w,0.4248498448837259,3.3574608331942995e-23,497
Washington,Influenza A virus,lag_6w,0.3484961534693444,1.3089219924028644e-15,496
Washington,Influenza A virus,lag_7w,0.27383578022239025,5.796123927949424e-10,495
Washington,Flu,lag_0w,0.1341014869231103,0.0026063679173930366,502
Washington,Flu,lag_1w,0.15607034387761592,0.0004547092062218474,501
Washington,Flu,lag_2w,0.1695957421427678,0.00013872973459223123,500
Washington,Flu,lag_3w,0.18401996905961024,3.537874897068498e-05,499
Washington,Flu,lag_4w,0.19709414890916072,9.38760843890755e-06,498
Washington,Flu,lag_5w,0.1986353557668648,8.132680371302713e-06,497
Washington,Flu,lag_6w,0.18489760458669993,3.424143547496654e-05,496
Washington,Flu,lag_7w,0.18574439031990536,3.205623047692618e-05,495
Washington,Influenza,lag_0w,0.17749765378232346,6.366990321618102e-05,502
Washington,Influenza,lag_1w,0.20407668515778046,4.124762983524327e-06,501
Washington,Influenza,lag_2w,0.21922942607091905,7.413950934812665e-07,500
Washington,Influenza,lag_3w,0.23849475711636406,6.959613837585384e-08,499
Washington,Influenza,lag_4w,0.2566033462603752,6.265936936835362e-09,498
Washington,Influenza,lag_5w,0.2587633692446679,4.7926998942455276e-09,497
Washington,Influenza,lag_6w,0.24479732768033213,3.344353978833757e-08,496
Washington,Influenza,lag_7w,0.24531046389314962,3.225872906142465e-08,495
Washington,Type A influenza,lag_0w,0.13902732945722251,0.0017940263398076985,502
Washington,Type A influenza,lag_1w,0.1551591941993637,0.0004914244381199352,501
Washington,Type A influenza,lag_2w,0.16289882707406012,0.00025431732781027914,500
Washington,Type A influenza,lag_3w,0.15409461251259995,0.0005518607824949528,499
Washington,Type A influenza,lag_4w,0.1429981719516799,0.0013763098864841628,498
Washington,Type A influenza,lag_5w,0.1370970228582436,0.002190190274912399,497
Washington,Type A influenza,lag_6w,0.13014492341144435,0.0036900511838307243,496
Washington,Type A influenza,lag_7w,0.12560100976629207,0.005134515585262933,495
West Virginia,Influenza A virus,lag_0w,0.556649176167965,3.4619179290091456e-42,502
West Virginia,Influenza A virus,lag_1w,0.5394786333817283,3.5412953684414004e-39,501
West Virginia,Influenza A virus,lag_2w,0.5084034778211173,3.2055089719935905e-34,500
West Virginia,Influenza A virus,lag_3w,0.47466377463421405,2.104307317701229e-29,499
West Virginia,Influenza A virus,lag_4w,0.43374055809869305,2.9214576122573552e-24,498
West Virginia,Influenza A virus,lag_5w,0.3645560360139915,4.5615733642571535e-17,497
West Virginia,Influenza A virus,lag_6w,0.2911640860371898,3.792600222487219e-11,496
West Virginia,Influenza A virus,lag_7w,0.23016859285275362,2.2468778423220814e-07,495
West Virginia,Flu,lag_0w,0.02116607071542876,0.6361388771941315,502
West Virginia,Flu,lag_1w,0.045922898063212036,0.30495413442249164,501
West Virginia,Flu,lag_2w,0.0701745294875304,0.1170784102664611,500
West Virginia,Flu,lag_3w,0.08361134370567634,0.06199648802114907,499
West Virginia,Flu,lag_4w,0.09613225294973154,0.03196422452599555,498
West Virginia,Flu,lag_5w,0.10423481506728119,0.020112547276255867,497
West Virginia,Flu,lag_6w,0.10413191019706605,0.02036330897576753,496
West Virginia,Flu,lag_7w,0.09281099756938907,0.03900341116885737,495
West Virginia,Influenza,lag_0w,0.07254234395924371,0.10449864880022937,502
West Virginia,Influenza,lag_1w,0.09541379356544166,0.0327456159615093,501
West Virginia,Influenza,lag_2w,0.11627985609718106,0.00925678266405288,500
West Virginia,Influenza,lag_3w,0.1327924939071544,0.0029577719735872643,499
West Virginia,Influenza,lag_4w,0.1489983254374389,0.0008520313596173939,498
West Virginia,Influenza,lag_5w,0.15707717041041958,0.000440045253104203,497
West Virginia,Influenza,lag_6w,0.15266638642802702,0.0006461092277539279,496
West Virginia,Influenza,lag_7w,0.1395530347844436,0.00185666121034826,495
West Virginia,Type A influenza,lag_0w,0.04589672181134402,0.30474558307207267,502
West Virginia,Type A influenza,lag_1w,0.06185390502779824,0.16686628986832028,501
West Virginia,Type A influenza,lag_2w,0.0785542424857974,0.079286267201608,500
West Virginia,Type A influenza,lag_3w,0.08477084189686421,0.05845163503620753,499
West Virginia,Type A influenza,lag_4w,0.08021292865106026,0.07371001923758677,498
West Virginia,Type A influenza,lag_5w,0.06974533178481601,0.12046050649339643,497
West Virginia,Type A influenza,lag_6w,0.06276802713119622,0.16278682037148987,496
West Virginia,Type A influenza,lag_7w,0.05440385274463736,0.22695337467756949,495
Wisconsin,Influenza A virus,lag_0w,0.6136603273822624,2.8724107026340307e-53,502
