State,Term,Lag,Correlation,P-Value,N
Wisconsin,Influenza A virus,lag_1w,0.5909009056799963,1.7407339273663447e-48,501
Wisconsin,Influenza A virus,lag_2w,0.5598555289866909,1.3689145671585353e-42,500
Wisconsin,Influenza A virus,lag_3w,0.5199460822241251,6.60906090565056e-36,499
Wisconsin,Influenza A virus,lag_4w,0.4699453608303751,1.0025891915837596e-28,498
Wisconsin,Influenza A virus,lag_5w,0.40871250525727687,1.960920810526129e-21,497
Wisconsin,Influenza A virus,lag_6w,0.34412535981317693,3.0989941826068788e-15,496
Wisconsin,Influenza A virus,lag_7w,0.29164537936791923,3.6736183079068095e-11,495
Wisconsin,Flu,lag_0w,0.16277536717849833,0.00024986107763127395,502
Wisconsin,Flu,lag_1w,0.2024087714078433,4.958018404538555e-06,501
Wisconsin,Flu,lag_2w,0.24478498773710095,2.9491611597084382e-08,500
Wisconsin,Flu,lag_3w,0.271535109096639,6.974875271079399e-10,499
Wisconsin,Flu,lag_4w,0.2956985126323025,1.657974653221954e-11,498
Wisconsin,Flu,lag_5w,0.2994232249766363,9.402546717355465e-12,497
Wisconsin,Flu,lag_6w,0.28684284191809073,7.542195776036122e-11,496
Wisconsin,Flu,lag_7w,0.2761174056640715,4.115181859739418e-10,495
Wisconsin,Influenza,lag_0w,0.20832984227607065,2.503795448673656e-06,502
Wisconsin,Influenza,lag_1w,0.2501203519012477,1.3875832926869028e-08,501
Wisconsin,Influenza,lag_2w,0.2912494807773448,3.1211304957616304e-11,500
Wisconsin,Influenza,lag_3w,0.3256323097199,8.644563323980436e-14,499
Wisconsin,Influenza,lag_4w,0.3444446303085723,2.5608103999134874e-15,498
Wisconsin,Influenza,lag_5w,0.3514856303245074,6.736724817399229e-16,497
Wisconsin,Influenza,lag_6w,0.3440183587173328,3.164541123682886e-15,496
Wisconsin,Influenza,lag_7w,0.3314564986215908,3.707617695091905e-14,495
Wisconsin,Type A influenza,lag_0w,0.13788144608652353,0.0019589704656787547,502
Wisconsin,Type A influenza,lag_1w,0.15410332539823887,0.0005374116069816497,501
Wisconsin,Type A influenza,lag_2w,0.17048688145342006,0.00012775774205025785,500
Wisconsin,Type A influenza,lag_3w,0.18416752015566648,3.4862490663568247e-05,499
Wisconsin,Type A influenza,lag_4w,0.1846450068810964,3.385282114811602e-05,498
Wisconsin,Type A influenza,lag_5w,0.1856199331948391,3.1280537278430187e-05,497
Wisconsin,Type A influenza,lag_6w,0.1829118324737019,4.167631537540302e-05,496
Wisconsin,Type A influenza,lag_7w,0.16709518524884098,0.00018807208015609824,495
Wyoming,Influenza A virus,lag_0w,0.6562628606768306,3.740712510020856e-63,502
Wyoming,Influenza A virus,lag_1w,0.6339246446404768,1.15234216611984e-57,501
Wyoming,Influenza A virus,lag_2w,0.6130126140036067,6.34622603667069e-53,500
Wyoming,Influenza A virus,lag_3w,0.5942750188565524,5.7614413888014716e-49,499
Wyoming,Influenza A virus,lag_4w,0.5646197924601151,2.839230862005609e-43,498
Wyoming,Influenza A virus,lag_5w,0.48432582927456136,1.3579025524323915e-30,497
Wyoming,Influenza A virus,lag_6w,0.4046203578310987,5.815963700885484e-21,496
Wyoming,Influenza A virus,lag_7w,0.34316834895377785,3.981363327065089e-15,495
Wyoming,Flu,lag_0w,0.02882459392048315,0.5193490041889726,502
Wyoming,Flu,lag_1w,0.04745293970621255,0.2891060667306239,501
Wyoming,Flu,lag_2w,0.05959209407515145,0.18339734102391467,500
Wyoming,Flu,lag_3w,0.07325827988732422,0.10214156953244252,499
Wyoming,Flu,lag_4w,0.0836171503522275,0.062241648516589164,498
Wyoming,Flu,lag_5w,0.08904821824398249,0.04724016977647978,497
Wyoming,Flu,lag_6w,0.10440501254523647,0.020034430362426928,496
Wyoming,Flu,lag_7w,0.09932947981642438,0.02711754137401273,495
Wyoming,Influenza,lag_0w,0.08363129271482432,0.061151424007224606,502
Wyoming,Influenza,lag_1w,0.10302475121839602,0.02108907177884982,501
Wyoming,Influenza,lag_2w,0.11684115281180908,0.008920893553410053,500
Wyoming,Influenza,lag_3w,0.13237744166662513,0.003049331772886569,499
Wyoming,Influenza,lag_4w,0.15049902976086202,0.0007536128174966424,498
Wyoming,Influenza,lag_5w,0.15550929002287023,0.0005027154392419334,497
Wyoming,Influenza,lag_6w,0.16348472399482938,0.0002557621092407578,496
Wyoming,Influenza,lag_7w,0.16047243606635656,0.0003377035916119616,495
Wyoming,Type A influenza,lag_0w,0.07129470775978702,0.11061567553683715,502
Wyoming,Type A influenza,lag_1w,0.07231020297484927,0.10596566614007209,501
Wyoming,Type A influenza,lag_2w,0.07674404012695801,0.08647681086831102,500
Wyoming,Type A influenza,lag_3w,0.08480727580465222,0.05834302642889954,499
Wyoming,Type A influenza,lag_4w,0.09386448520004063,0.036257038327813275,498
Wyoming,Type A influenza,lag_5w,0.08325382573590442,0.06365821481301291,497
Wyoming,Type A influenza,lag_6w,0.08111880616483742,0.07107171340217056,496
Wyoming,Type A influenza,lag_7w,0.07314301322182719,0.1040788883011981,495
