,Influenza A virus (lag 0w),Flu (lag 0w),Influenza (lag 0w),Type A influenza (lag 0w)
Lag 0 weeks,0.6745635018134981,0.1582645503777286,0.2161882101021621,0.18408864684759518
Lag 1 weeks,,,,
Lag 2 weeks,,,,
Lag 3 weeks,,,,
