Date,"Flu","Influenza","Influenza A virus","Symptoms of influenza","Influenza symptoms","Type A influenza","Flu treatment","Tessalon"
2021-04-11,70,2491,612,1,0,2,0,2
2021-04-12,53,2817,706,3,0,0,0,1
2021-04-13,67,2673,614,0,2,0,0,1
2021-04-14,53,2751,631,0,1,0,0,0
2021-04-15,71,2986,688,1,1,1,0,6
2021-04-16,65,3286,649,1,0,0,1,1
2021-04-17,76,2802,650,1,1,0,0,1
2021-04-18,67,2825,591,0,0,1,1,0
2021-04-19,93,2924,595,1,1,1,0,1
2021-04-20,59,2835,653,2,1,0,0,0
2021-04-21,78,2909,568,1,2,2,1,2
2021-04-22,63,3155,648,1,1,0,0,0
2021-04-23,55,2853,487,2,0,1,0,0
2021-04-24,53,2653,463,2,0,0,0,0
2021-04-25,52,2700,561,1,1,1,0,0
2021-04-26,56,3075,620,0,0,1,0,2
2021-04-27,64,3178,608,0,0,1,0,1
2021-04-28,66,3048,660,1,0,2,0,0
2021-04-29,74,3111,561,1,2,0,0,0
2021-04-30,65,3354,559,2,0,2,0,0
2021-05-01,45,3042,474,1,0,0,0,0
2021-05-02,56,2512,533,1,0,1,0,0
2021-05-03,60,3022,564,0,4,0,0,1
2021-05-04,54,3116,642,0,1,0,1,1
2021-05-05,72,3087,602,0,1,0,0,0
2021-05-06,64,3031,615,1,0,1,0,1
2021-05-07,53,2798,569,0,0,0,0,0
2021-05-08,44,2372,456,0,0,1,0,1
2021-05-09,62,2544,499,1,0,0,0,1
2021-05-10,61,2974,565,2,1,0,0,2
2021-05-11,52,2834,586,4,0,0,0,1
2021-05-12,57,2844,592,1,4,1,0,2
2021-05-13,60,2624,466,1,3,0,1,1
2021-05-14,60,2601,483,0,0,0,0,2
2021-05-15,41,2434,413,0,1,0,0,1
2021-05-16,38,2325,425,1,1,2,0,0
2021-05-17,52,2836,602,2,0,0,1,2
2021-05-18,60,2849,560,0,1,2,0,0
2021-05-19,55,2547,526,1,2,1,0,2
2021-05-20,60,2774,487,2,0,2,0,1
2021-05-21,55,2623,554,0,2,0,0,0
2021-05-22,43,2204,387,0,2,1,0,2
2021-05-23,50,2427,449,4,0,0,0,0
2021-05-24,58,2734,605,0,0,2,0,1
2021-05-25,53,2659,527,0,2,1,0,0
2021-05-26,60,2533,483,2,0,0,0,1
2021-05-27,58,2545,620,0,2,0,0,3
2021-05-28,49,2374,499,1,0,0,0,1
2021-05-29,38,2116,375,0,0,0,0,2
2021-05-30,35,2110,393,1,1,0,0,0
2021-05-31,44,2400,477,1,0,1,0,0
2021-06-01,60,3846,2327,0,1,0,0,0
2021-06-02,57,3840,1610,0,2,2,0,1
2021-06-03,44,2888,951,0,0,1,0,2
2021-06-04,45,2506,658,2,0,1,0,2
2021-06-05,49,2089,431,0,1,1,0,0
2021-06-06,50,2189,472,0,0,1,0,1
2021-06-07,52,2321,581,1,2,0,0,1
2021-06-08,44,2277,547,2,1,1,1,0
2021-06-09,42,2168,500,0,2,0,0,4
2021-06-10,55,2057,493,0,0,0,0,2
2021-06-11,39,1878,460,0,2,0,0,0
2021-06-12,53,1845,378,0,0,0,0,0
2021-06-13,44,1768,370,0,0,0,0,1
2021-06-14,47,2098,458,1,3,0,0,1
2021-06-15,41,2064,471,0,1,0,0,1
2021-06-16,54,2296,475,0,0,0,1,2
2021-06-17,38,1981,423,0,1,0,1,0
2021-06-18,56,1919,396,0,0,0,0,1
2021-06-19,44,1745,387,0,0,1,0,0
2021-06-20,36,1814,347,0,0,0,0,2
2021-06-21,52,2097,508,0,2,0,0,0
2021-06-22,52,2015,524,0,1,0,0,0
2021-06-23,46,1984,504,1,1,0,0,2
2021-06-24,46,1963,539,1,1,0,0,2
2021-06-25,37,1845,409,0,0,0,0,1
2021-06-26,41,1817,337,1,0,0,0,0
2021-06-27,42,1843,400,0,0,0,0,1
2021-06-28,47,2142,434,0,0,2,0,0
2021-06-29,40,2242,446,0,1,0,0,1
2021-06-30,52,2227,481,1,0,0,0,4
2021-07-01,55,2227,477,0,0,0,0,1
2021-07-02,49,1998,399,2,0,1,0,1
2021-07-03,33,1707,326,1,0,0,0,0
2021-07-04,46,1912,324,0,0,0,0,0
2021-07-05,50,2285,427,1,0,1,0,3
2021-07-06,55,2486,466,2,2,2,0,0
2021-07-07,52,2264,478,0,2,0,0,0
2021-07-08,61,2331,478,0,0,1,0,1
2021-07-09,49,2378,481,1,0,0,0,0
2021-07-10,45,2044,362,3,0,2,0,2
2021-07-11,33,1947,386,0,0,0,1,1
2021-07-12,39,2071,460,1,0,0,0,4
2021-07-13,50,2450,478,1,0,0,0,3
2021-07-14,49,2284,483,2,3,1,0,3
2021-07-15,41,2376,528,0,2,1,0,0
2021-07-16,25,2289,472,3,1,2,0,2
2021-07-17,51,2193,428,2,3,1,0,1
2021-07-18,32,2236,371,0,0,1,0,1
2021-07-19,48,2443,522,2,1,0,0,1
2021-07-20,55,2350,494,1,0,0,0,2
2021-07-21,47,2431,450,0,0,1,0,3
2021-07-22,55,2407,520,0,0,0,0,0
2021-07-23,53,2307,460,1,0,0,0,0
2021-07-24,51,2128,420,0,0,0,0,0
2021-07-25,50,2365,429,1,1,0,0,1
2021-07-26,61,2493,533,0,0,2,0,0
2021-07-27,66,2648,586,1,0,0,0,1
2021-07-28,56,2630,579,0,0,0,0,2
2021-07-29,71,2765,604,0,1,0,0,3
2021-07-30,43,3219,556,1,1,0,0,2
2021-07-31,47,2468,432,1,1,1,1,0
2021-08-01,54,2383,460,1,0,1,1,3
2021-08-02,55,2708,574,1,3,1,0,1
2021-08-03,66,2693,539,0,0,0,0,6
2021-08-04,51,2961,584,0,1,1,0,1
2021-08-05,62,2725,563,1,1,0,0,1
2021-08-06,64,2896,539,1,0,0,1,1
2021-08-07,60,2940,461,1,1,1,1,3
2021-08-08,68,3106,613,0,1,0,0,1
2021-08-09,62,3381,601,0,1,0,0,1
2021-08-10,77,3137,587,0,0,1,0,1
2021-08-11,70,3245,629,0,2,0,0,0
2021-08-12,69,3093,557,1,1,1,1,2
2021-08-13,63,2899,583,0,0,0,0,1
2021-08-14,59,2659,448,0,3,0,0,3
2021-08-15,45,2619,488,1,0,0,0,1
2021-08-16,63,2649,486,1,3,1,0,3
2021-08-17,57,2709,598,0,0,0,0,2
2021-08-18,52,2920,529,2,1,0,0,6
2021-08-19,65,3058,538,0,2,0,0,2
2021-08-20,67,2762,544,0,1,0,0,1
2021-08-21,45,2497,400,0,0,0,0,1
2021-08-22,49,2531,408,1,1,0,0,0
2021-08-23,79,3077,585,1,2,0,0,0
2021-08-24,73,3283,619,0,0,0,1,1
2021-08-25,65,3220,561,0,2,0,0,1
2021-08-26,75,2946,576,0,2,1,0,2
2021-08-27,48,2659,518,0,1,1,0,0
2021-08-28,52,2328,442,1,0,1,0,5
2021-08-29,55,2456,495,0,0,1,1,0
2021-08-30,75,2827,590,1,0,0,0,1
2021-08-31,66,2771,490,0,0,0,0,2
2021-09-01,46,2915,594,0,2,0,0,1
2021-09-02,81,2908,549,1,1,0,0,2
2021-09-03,73,2759,516,0,0,0,0,0
2021-09-04,70,2339,409,0,1,0,0,2
2021-09-05,61,2451,498,1,0,0,0,2
2021-09-06,65,2690,523,0,1,1,0,1
2021-09-07,86,2900,521,1,1,0,2,0
2021-09-08,66,3792,707,1,1,1,0,2
2021-09-09,67,3137,655,0,1,0,0,0
2021-09-10,73,2946,547,0,0,1,0,1
2021-09-11,52,2441,406,0,0,0,0,4
2021-09-12,63,2682,430,1,0,1,0,3
2021-09-13,92,3334,594,0,0,1,0,4
2021-09-14,93,3554,574,0,1,1,0,7
2021-09-15,66,2960,478,0,0,1,1,1
2021-09-16,63,2964,522,1,0,0,0,3
2021-09-17,70,2851,439,0,2,0,0,0
2021-09-18,53,2403,398,0,1,0,0,1
2021-09-19,46,2596,442,0,0,1,0,0
2021-09-20,62,2899,490,1,0,0,0,0
2021-09-21,50,3115,520,0,0,1,0,3
2021-09-22,66,2880,494,0,2,0,1,1
2021-09-23,69,2812,500,1,1,0,0,2
2021-09-24,57,2480,383,0,0,0,0,7
2021-09-25,44,2234,344,2,2,0,0,2
2021-09-26,32,2227,356,0,0,1,0,1
2021-09-27,52,2692,524,0,1,0,0,1
2021-09-28,89,2726,451,2,1,1,0,3
2021-09-29,50,2858,456,1,1,0,0,2
2021-09-30,52,2662,550,3,0,1,0,4
2021-10-01,54,2672,586,1,0,0,0,1
2021-10-02,47,2429,501,0,1,0,0,1
2021-10-03,46,2384,406,0,1,0,0,0
2021-10-04,64,2621,484,0,1,0,0,0
2021-10-05,59,2611,512,3,0,1,0,2
2021-10-06,81,2674,570,1,3,0,0,3
2021-10-07,56,2653,499,1,0,0,0,1
2021-10-08,59,2582,478,0,0,0,0,3
2021-10-09,57,2109,394,0,1,0,0,1
2021-10-10,63,2222,363,1,1,0,0,0
2021-10-11,60,2648,445,1,0,0,0,1
2021-10-12,58,2682,543,2,1,0,1,3
2021-10-13,69,2514,499,0,0,0,0,0
2021-10-14,63,2664,549,0,1,1,0,1
2021-10-15,62,2408,477,0,1,0,1,2
2021-10-16,39,1994,383,2,1,0,0,0
2021-10-17,58,2213,387,0,1,0,0,0
2021-10-18,65,2519,509,3,0,1,0,1
2021-10-19,79,2740,513,1,5,1,0,1
2021-10-20,53,2655,530,1,0,1,0,0
2021-10-21,61,2641,539,1,1,1,0,1
2021-10-22,52,2245,394,0,0,2,0,2
2021-10-23,57,2084,347,1,0,1,0,1
2021-10-24,50,2099,391,0,1,0,0,2
2021-10-25,57,2567,493,0,1,0,0,0
2021-10-26,73,2671,543,0,2,0,0,0
2021-10-27,73,2604,525,1,2,1,0,0
2021-10-28,68,2526,486,1,1,0,0,2
2021-10-29,44,2373,477,0,2,0,1,2
2021-10-30,44,2098,360,1,1,0,0,0
2021-10-31,41,2100,349,1,2,0,0,0
2021-11-01,48,2618,547,1,1,1,0,1
2021-11-02,59,2602,570,2,1,1,1,2
2021-11-03,65,2280,582,1,3,1,0,1
2021-11-04,55,2545,582,3,0,2,0,2
2021-11-05,47,2366,535,0,1,0,0,3
2021-11-06,38,1861,407,0,1,0,0,0
2021-11-07,51,2038,390,0,0,0,0,0
2021-11-08,51,2432,548,0,0,0,1,1
2021-11-09,60,2436,619,0,0,0,0,0
2021-11-10,79,2478,663,0,1,0,1,2
2021-11-11,63,2329,607,0,0,0,0,0
2021-11-12,46,2262,591,0,0,0,0,0
2021-11-13,48,1929,444,0,2,1,0,2
2021-11-14,43,2026,456,1,2,0,0,0
2021-11-15,70,2555,660,0,1,0,0,0
2021-11-16,63,2596,681,0,1,0,0,0
2021-11-17,68,2747,784,0,0,0,0,0
2021-11-18,57,4477,829,1,5,1,0,0
2021-11-19,47,2677,719,0,4,0,0,0
2021-11-20,45,2239,563,0,1,1,0,1
2021-11-21,46,2364,610,0,0,1,0,0
2021-11-22,51,2857,802,1,1,0,0,0
2021-11-23,60,2859,951,0,0,1,0,1
2021-11-24,64,2644,955,0,0,1,0,0
2021-11-25,60,2588,799,0,1,0,0,0
2021-11-26,54,3268,850,0,0,0,0,0
2021-11-27,64,3124,809,2,0,1,0,0
2021-11-28,66,3939,944,0,1,0,0,0
2021-11-29,81,4028,1080,2,1,1,0,1
2021-11-30,86,4098,1152,1,1,0,0,0
2021-12-01,72,3344,1198,2,1,2,1,0
2021-12-02,90,3548,1192,0,0,0,0,0
2021-12-03,78,3232,1014,0,0,0,0,2
2021-12-04,73,2784,771,1,0,0,0,1
2021-12-05,62,2969,871,0,0,0,0,1
2021-12-06,84,3232,1087,0,1,0,0,2
2021-12-07,87,3251,1241,1,0,0,1,2
2021-12-08,70,3309,1227,0,0,0,1,0
2021-12-09,90,3102,1388,1,0,0,0,2
2021-12-10,61,2884,1294,0,1,1,0,2
2021-12-11,65,2455,1043,1,0,0,0,1
2021-12-12,61,2692,1054,0,0,0,0,2
2021-12-13,81,3134,1451,0,0,0,0,1
2021-12-14,65,3273,1606,1,0,0,0,0
2021-12-15,79,3363,1728,0,0,1,0,0
2021-12-16,68,4056,2763,1,1,1,1,2
2021-12-17,65,3848,2014,0,1,0,0,0
2021-12-18,75,3399,1606,0,2,0,0,1
2021-12-19,71,3362,1489,0,1,1,0,0
2021-12-20,98,3811,1898,1,0,0,0,0
2021-12-21,83,4052,2217,0,1,0,0,0
2021-12-22,94,4113,2266,0,2,0,0,1
2021-12-23,72,3971,2178,1,0,0,0,0
2021-12-24,67,3521,1829,0,0,0,0,0
2021-12-25,66,3314,1378,0,3,0,1,1
2021-12-26,79,3374,1607,0,2,0,0,0
2021-12-27,99,3925,2068,0,0,0,0,0
2021-12-28,108,4164,2427,2,0,1,1,4
2021-12-29,93,4536,2413,0,1,0,0,2
2021-12-30,86,4240,2132,0,2,0,0,2
2021-12-31,98,4042,1675,0,0,0,0,1
2022-01-01,118,5001,1341,3,1,0,0,1
2022-01-02,91,4933,1361,1,2,0,0,0
2022-01-03,138,5514,1905,1,1,0,0,3
2022-01-04,116,5923,2159,2,5,0,0,0
2022-01-05,127,6181,2156,0,1,2,1,0
2022-01-06,103,6295,1903,0,1,1,0,2
2022-01-07,99,5432,1747,0,1,0,1,2
2022-01-08,104,4699,1382,0,4,0,0,0
2022-01-09,86,4674,1323,0,0,0,0,1
2022-01-10,101,4818,1633,0,1,2,0,0
2022-01-11,113,4680,1533,0,1,0,0,1
2022-01-12,97,4366,1616,0,1,0,0,0
2022-01-13,74,4244,1444,0,1,0,0,1
2022-01-14,99,3696,1162,1,1,0,1,2
2022-01-15,77,3380,1279,0,1,0,0,1
2022-01-16,74,3185,980,0,0,0,0,0
2022-01-17,79,3415,1060,0,1,0,1,0
2022-01-18,76,3816,1124,0,1,0,1,0
2022-01-19,91,3686,1150,2,2,1,0,4
2022-01-20,71,3587,1089,0,1,0,0,2
2022-01-21,68,3145,917,1,3,0,0,3
2022-01-22,72,2995,714,1,0,1,0,0
2022-01-23,78,2845,768,0,0,0,0,0
2022-01-24,95,3151,886,0,0,0,0,0
2022-01-25,69,2962,935,0,0,0,0,1
2022-01-26,64,3152,962,0,0,0,0,0
2022-01-27,75,2991,881,0,1,0,0,0
2022-01-28,68,3304,774,0,0,1,0,2
2022-01-29,61,2793,646,0,0,0,0,1
2022-01-30,63,2298,605,0,1,0,0,0
2022-01-31,75,2790,756,1,1,0,0,2
2022-02-01,59,2900,779,1,1,0,0,0
2022-02-02,65,2680,758,0,1,0,0,1
2022-02-03,56,3078,728,0,0,0,0,2
2022-02-04,66,2455,666,0,0,0,0,1
2022-02-05,48,2056,503,0,0,2,0,0
2022-02-06,66,2270,578,1,0,0,0,0
2022-02-07,69,2693,777,0,0,0,0,0
2022-02-08,61,2651,832,1,0,1,0,0
2022-02-09,65,2449,749,0,0,0,0,1
2022-02-10,70,2408,774,0,0,0,0,1
2022-02-11,51,2167,673,0,0,0,0,1
2022-02-12,56,1831,561,0,0,0,0,1
2022-02-13,52,2018,544,3,0,0,0,1
2022-02-14,52,2205,748,0,0,0,0,1
2022-02-15,51,2244,791,0,1,0,0,2
2022-02-16,61,2368,877,1,0,0,0,1
2022-02-17,64,2200,809,1,1,0,0,0
2022-02-18,49,2112,725,0,0,3,1,0
2022-02-19,50,1958,550,1,1,0,0,1
2022-02-20,72,2105,541,1,0,0,0,1
2022-02-21,40,2103,740,2,1,0,0,2
2022-02-22,56,2433,843,0,0,1,0,0
2022-02-23,59,2551,805,1,0,0,0,1
2022-02-24,49,1858,739,0,0,0,0,1
2022-02-25,31,1681,646,1,0,1,0,2
2022-02-26,35,1372,501,0,0,0,0,0
2022-02-27,43,1506,485,0,0,1,0,0
2022-02-28,40,1679,742,0,0,0,0,0
2022-03-01,51,1696,738,0,1,1,0,0
2022-03-02,53,1649,840,0,1,1,0,0
2022-03-03,52,1888,891,0,0,1,0,1
2022-03-04,47,1757,878,0,0,0,0,1
2022-03-05,40,1344,713,0,0,0,0,0
2022-03-06,24,1493,725,0,1,0,0,0
2022-03-07,66,1918,969,1,0,0,0,0
2022-03-08,40,1960,1094,0,1,0,0,1
2022-03-09,40,1838,1069,1,0,0,0,0
2022-03-10,42,1925,999,0,0,0,0,1
2022-03-11,49,1758,1070,0,1,0,0,0
2022-03-12,37,1564,781,0,1,0,0,0
2022-03-13,27,1601,847,2,1,0,0,0
2022-03-14,49,2016,1088,0,2,0,0,2
2022-03-15,43,1847,1319,1,0,0,0,2
2022-03-16,47,1928,1341,0,0,0,0,0
2022-03-17,56,1939,1420,0,0,0,0,1
2022-03-18,36,1704,1275,1,0,0,0,1
2022-03-19,30,1887,992,0,0,0,0,0
2022-03-20,42,1691,892,0,2,0,0,0
2022-03-21,58,1962,1298,0,0,0,0,1
2022-03-22,43,1841,1312,1,1,0,0,0
2022-03-23,61,2132,1420,1,0,0,0,1
2022-03-24,38,1980,1262,0,0,0,0,0
2022-03-25,31,2000,1159,0,0,1,0,0
2022-03-26,43,1673,898,0,1,0,0,1
2022-03-27,34,1609,891,0,1,1,0,1
2022-03-28,38,1949,1207,0,1,0,0,0
2022-03-29,39,1946,1301,0,0,0,2,1
2022-03-30,48,2085,1351,0,0,0,0,0
2022-03-31,37,1905,1298,0,0,0,0,0
2022-04-01,45,1916,1145,1,2,0,0,0
2022-04-02,35,1407,922,0,0,1,0,2
2022-04-03,37,1579,949,0,1,0,2,1
2022-04-04,49,1889,1299,0,2,0,0,2
2022-04-05,44,2002,1384,1,0,2,0,1
2022-04-06,41,2009,1389,0,1,0,0,0
2022-04-07,61,2110,1426,0,0,1,2,0
2022-04-08,47,1871,1251,0,2,0,0,1
2022-04-09,45,1714,1048,0,1,0,0,0
2022-04-10,47,1629,1011,1,0,0,0,0
2022-04-11,51,2100,1477,2,0,1,0,1
2022-04-12,46,2082,1464,0,1,0,0,0
2022-04-13,55,1848,1419,1,0,0,0,3
2022-04-14,38,1797,1370,0,1,0,1,0
2022-04-15,40,1686,1196,1,1,0,1,1
2022-04-16,45,1555,960,0,0,0,0,2
2022-04-17,46,1642,965,0,0,0,0,0
2022-04-18,52,1810,1276,1,1,0,0,1
2022-04-19,71,2003,1356,1,0,0,0,1
2022-04-20,59,2003,1464,0,0,0,0,0
2022-04-21,55,1987,1395,0,0,0,0,1
2022-04-22,63,1771,1443,0,0,1,2,0
2022-04-23,40,1620,1036,0,1,0,1,1
2022-04-24,43,1728,1048,0,1,0,0,0
2022-04-25,66,1869,1410,0,0,1,2,0
2022-04-26,62,2135,1427,0,0,0,0,0
2022-04-27,50,2065,1599,0,0,0,0,0
2022-04-28,54,2004,1484,0,0,0,0,0
2022-04-29,40,1761,1365,1,1,0,0,1
2022-04-30,45,1377,998,0,0,0,1,0
2022-05-01,37,1227,961,0,0,0,0,0
2022-05-02,63,1823,1350,0,0,0,0,0
2022-05-03,63,1680,1400,0,0,0,0,0
2022-05-04,51,1847,1455,0,0,0,0,1
2022-05-05,63,1885,1393,2,0,0,0,1
2022-05-06,42,1795,1273,0,0,0,1,1
2022-05-07,41,1372,957,1,0,0,0,1
2022-05-08,48,1491,973,0,2,1,0,1
2022-05-09,59,1691,1541,0,0,1,9,2
2022-05-10,47,1647,1595,1,0,0,0,0
2022-05-11,60,1822,1638,0,0,0,1,1
2022-05-12,75,1733,1663,1,0,0,0,0
2022-05-13,39,1638,1442,0,0,0,0,1
2022-05-14,44,1415,1135,1,0,0,0,0
2022-05-15,55,1407,1123,0,2,0,1,0
2022-05-16,55,1789,1586,0,0,1,8,0
2022-05-17,37,1821,1565,0,1,0,0,2
2022-05-18,53,1739,1609,0,0,0,0,1
2022-05-19,61,1796,1543,0,2,0,1,0
2022-05-20,50,1696,1405,0,1,0,1,1
2022-05-21,49,1521,1073,0,1,0,0,0
2022-05-22,44,1571,1147,0,1,0,0,0
2022-05-23,55,1945,1875,1,0,0,0,0
2022-05-24,44,1987,1649,1,2,0,0,1
2022-05-25,45,1842,1631,0,2,0,0,0
2022-05-26,47,1603,1545,0,0,0,0,0
2022-05-27,38,1669,1528,0,0,0,1,0
2022-05-28,35,1488,1222,0,0,0,0,0
2022-05-29,49,1529,1144,0,0,0,0,1
2022-05-30,52,1818,1426,0,0,0,0,0
2022-05-31,43,1641,1520,0,0,0,0,0
2022-06-01,52,1806,1555,1,0,0,2,1
2022-06-02,40,1653,1529,0,0,0,0,1
2022-06-03,37,1556,1334,0,9,1,0,0
2022-06-04,53,1409,1075,0,0,0,0,1
2022-06-05,33,1494,1159,3,0,0,0,0
2022-06-06,52,1658,1368,0,1,0,1,0
2022-06-07,50,1814,1493,0,0,1,1,0
2022-06-08,58,1657,1358,1,0,0,0,1
2022-06-09,42,1531,1393,0,0,0,0,3
2022-06-10,35,1467,1375,0,0,0,0,2
2022-06-11,44,1381,1167,0,0,0,0,0
2022-06-12,36,1400,1084,0,0,0,0,0
2022-06-13,51,1568,1283,1,1,0,2,0
2022-06-14,50,1607,1612,1,1,0,0,1
2022-06-15,51,1950,1426,0,2,0,1,0
2022-06-16,58,1701,1469,0,1,0,0,1
2022-06-17,46,1565,1192,1,2,0,0,2
2022-06-18,38,1439,877,0,0,0,3,2
2022-06-19,41,1366,992,1,0,0,0,1
2022-06-20,46,1626,1296,0,0,0,2,0
2022-06-21,45,1691,1390,0,0,0,1,0
2022-06-22,34,1421,1274,1,1,0,0,0
2022-06-23,41,1312,1312,1,2,0,0,0
2022-06-24,36,1332,1297,2,0,1,0,0
2022-06-25,36,1373,1033,0,1,1,1,2
2022-06-26,41,1337,1010,0,0,0,0,0
2022-06-27,40,1439,1305,2,0,2,0,1
2022-06-28,48,1531,1375,0,0,0,0,0
2022-06-29,52,1427,1305,1,0,1,2,0
2022-06-30,30,1377,1166,0,0,0,3,0
2022-07-01,37,1896,1014,0,1,0,1,2
2022-07-02,32,1655,857,0,0,0,1,0
2022-07-03,31,1306,795,0,0,0,1,0
2022-07-04,58,1417,1027,0,0,1,1,0
2022-07-05,45,1464,1122,0,1,0,1,0
2022-07-06,28,1345,1073,0,0,0,0,1
2022-07-07,35,1320,987,1,1,0,0,1
2022-07-08,32,1469,809,0,1,0,0,0
2022-07-09,42,1986,705,0,0,0,0,1
2022-07-10,31,1366,736,1,0,1,0,1
2022-07-11,41,1449,853,1,1,0,0,0
2022-07-12,36,1524,1044,0,1,0,0,0
2022-07-13,48,1493,979,0,0,0,0,2
2022-07-14,28,1491,1033,1,1,0,0,1
2022-07-15,50,1342,769,0,1,0,0,0
2022-07-16,36,1187,665,0,0,0,0,0
2022-07-17,35,1321,764,0,0,1,0,0
2022-07-18,30,1547,1087,0,0,0,1,0
2022-07-19,31,1523,1062,0,0,1,0,0
2022-07-20,44,1510,913,0,1,0,0,2
2022-07-21,28,1417,914,0,0,0,0,1
2022-07-22,38,1382,782,0,1,2,1,1
2022-07-23,41,1236,621,0,0,0,0,4
2022-07-24,26,1335,620,0,1,0,0,2
2022-07-25,35,1304,899,0,0,0,0,0
2022-07-26,40,1616,795,1,1,0,1,1
2022-07-27,36,1468,802,0,0,0,0,0
2022-07-28,34,1416,758,0,2,0,0,1
2022-07-29,33,1393,628,1,1,0,0,0
2022-07-30,32,1125,523,0,0,0,1,2
2022-07-31,18,1231,555,0,0,0,0,0
2022-08-01,30,1242,636,0,0,1,0,0
2022-08-02,26,1342,697,1,1,1,1,2
2022-08-03,45,1343,661,0,1,0,0,0
2022-08-04,35,1463,683,0,0,0,0,2
2022-08-05,30,1425,589,0,0,0,1,0
2022-08-06,30,1305,413,1,1,0,0,1
2022-08-07,38,1505,456,0,0,0,1,0
2022-08-08,29,1293,608,1,0,0,0,0
2022-08-09,40,1459,570,1,1,0,1,1
2022-08-10,34,1481,582,0,1,0,0,0
2022-08-11,43,1421,595,0,1,0,1,1
2022-08-12,35,1570,547,1,3,0,0,1
2022-08-13,31,1775,446,1,2,0,0,2
2022-08-14,30,1272,463,1,2,0,0,1
2022-08-15,23,1294,548,0,2,0,1,1
2022-08-16,43,1579,501,0,0,1,0,2
2022-08-17,34,1352,501,0,0,0,0,0
2022-08-18,33,1471,443,0,1,1,0,0
2022-08-19,35,1494,467,0,1,0,1,0
2022-08-20,41,1165,374,0,4,0,0,0
2022-08-21,32,1395,350,0,0,0,0,0
2022-08-22,39,1331,477,1,0,0,0,1
2022-08-23,46,1354,512,0,1,0,0,0
2022-08-24,47,1625,536,3,2,0,0,1
2022-08-25,38,1466,493,2,0,3,0,1
2022-08-26,27,1206,421,0,0,4,0,0
2022-08-27,29,1219,361,1,0,1,0,0
2022-08-28,24,1200,344,0,0,0,1,1
2022-08-29,33,1260,464,1,0,1,0,2
2022-08-30,48,1225,515,0,1,1,1,0
2022-08-31,41,1357,470,1,0,0,0,0
2022-09-01,35,1421,465,0,0,1,0,2
2022-09-02,28,1520,454,1,1,0,0,0
2022-09-03,52,1316,392,0,1,0,0,0
2022-09-04,23,1278,359,0,0,0,0,1
2022-09-05,45,1513,466,0,0,0,0,0
2022-09-06,36,1615,488,1,1,0,0,0
2022-09-07,41,1485,499,0,2,0,0,5
2022-09-08,35,1507,461,0,0,0,0,1
2022-09-09,29,1468,431,2,0,0,1,1
2022-09-10,23,1439,357,1,0,0,0,3
2022-09-11,38,1301,377,6,1,0,0,0
2022-09-12,37,1502,449,0,0,0,0,0
2022-09-13,35,1674,559,1,0,0,0,0
2022-09-14,52,1673,534,0,0,0,0,3
2022-09-15,39,1808,507,0,1,0,0,0
2022-09-16,34,1955,487,0,0,0,0,1
2022-09-17,28,1403,381,0,0,0,0,0
2022-09-18,27,1896,396,0,1,1,0,0
2022-09-19,59,1986,544,1,3,1,0,1
2022-09-20,47,1823,558,0,0,0,0,1
2022-09-21,33,1964,548,0,1,0,0,0
2022-09-22,30,1897,593,0,1,0,0,0
2022-09-23,61,1509,471,3,0,0,0,1
2022-09-24,35,1597,357,0,0,0,0,0
2022-09-25,35,1468,373,1,1,0,0,1
2022-09-26,34,1704,536,1,3,0,0,0
2022-09-27,50,1655,522,0,1,1,0,2
2022-09-28,35,1820,488,0,7,0,1,2
2022-09-29,48,1720,531,0,0,0,0,1
2022-09-30,41,1737,434,0,0,0,0,2
2022-10-01,38,1553,350,0,0,0,0,1
2022-10-02,35,1528,416,0,1,0,0,1
2022-10-03,42,1713,544,0,0,0,0,0
2022-10-04,56,1903,610,5,0,0,0,0
2022-10-05,43,1954,501,0,0,1,0,3
2022-10-06,43,1895,586,1,0,0,0,1
2022-10-07,53,1680,480,0,0,0,0,1
2022-10-08,33,1703,342,0,1,1,0,0
2022-10-09,39,2045,434,0,2,0,0,2
2022-10-10,40,2198,661,0,0,1,0,2
2022-10-11,52,1786,594,0,0,0,0,1
2022-10-12,38,1938,638,0,0,0,0,1
2022-10-13,61,1983,610,0,0,0,0,1
2022-10-14,51,1883,596,1,2,1,0,3
2022-10-15,34,1578,528,2,0,0,0,1
2022-10-16,44,1662,570,1,1,0,0,0
2022-10-17,42,1954,723,0,1,1,0,1
2022-10-18,44,1905,739,0,0,0,0,0
2022-10-19,53,2319,691,0,0,0,0,3
2022-10-20,54,1842,686,0,0,0,0,1
2022-10-21,46,1775,697,0,0,1,1,2
2022-10-22,57,1595,625,1,2,0,0,1
2022-10-23,42,1694,697,2,0,0,1,0
2022-10-24,71,1937,934,1,0,1,2,2
2022-10-25,63,2406,1024,0,0,0,0,0
2022-10-26,61,2212,946,1,0,0,3,0
2022-10-27,51,2026,900,2,3,0,1,1
2022-10-28,49,2123,826,0,1,0,0,0
2022-10-29,48,1764,613,0,1,0,0,0
2022-10-30,30,1653,654,0,3,1,0,0
2022-10-31,51,1948,993,0,1,0,0,0
2022-11-01,67,1955,1097,0,1,0,0,0
2022-11-02,54,2101,1178,0,1,0,0,3
2022-11-03,40,2012,1166,1,0,3,0,1
2022-11-04,58,2161,1048,2,2,0,0,0
2022-11-05,47,1752,879,0,4,0,0,0
