Date,"Flu","Influenza","Influenza A virus","Symptoms of influenza","Influenza symptoms","Type A influenza","Flu treatment","Tessalon"
2024-05-27,29,1003,1641,0,4,0,0,3
2024-05-28,20,1127,1657,0,2,0,4,0
2024-05-29,21,1092,1606,0,3,0,1,4
2024-05-30,23,1069,1589,0,5,0,1,0
2024-05-31,23,1027,1455,1,2,0,0,1
2024-06-01,20,857,1180,1,2,0,0,0
2024-06-02,19,862,1147,0,0,0,1,0
2024-06-03,30,1078,1483,2,1,0,0,0
2024-06-04,20,1001,1578,0,0,0,0,0
2024-06-05,25,1143,1695,0,0,0,0,0
2024-06-06,24,1303,2218,0,0,0,0,0
2024-06-07,20,1091,1786,0,0,0,1,0
2024-06-08,21,868,1354,0,2,0,0,0
2024-06-09,17,961,1295,0,1,0,0,2
2024-06-10,19,1102,1695,0,0,0,0,1
2024-06-11,23,1115,1789,0,1,0,0,0
2024-06-12,20,1063,1846,0,0,1,0,0
2024-06-13,16,1036,1899,0,2,0,2,0
2024-06-14,25,900,1656,0,0,0,0,0
2024-06-15,12,863,1374,0,1,0,0,0
2024-06-16,17,837,1335,0,0,0,0,1
2024-06-17,22,1009,1613,0,0,2,0,0
2024-06-18,23,1032,1863,2,1,0,1,0
2024-06-19,25,998,1884,2,1,0,0,0
2024-06-20,23,1017,1910,0,1,0,0,1
2024-06-21,15,1013,1741,0,0,0,3,1
2024-06-22,20,853,1505,0,0,0,0,0
2024-06-23,20,908,1631,0,1,0,0,0
2024-06-24,17,1057,2101,0,0,1,0,0
2024-06-25,19,1048,2134,1,0,0,1,0
2024-06-26,34,998,2133,2,0,0,1,0
2024-06-27,20,963,2000,0,1,0,0,0
2024-06-28,16,933,1798,0,0,0,0,0
2024-06-29,12,793,1542,1,1,1,0,0
2024-06-30,12,881,1713,0,3,0,0,0
2024-07-01,16,964,2117,0,0,0,0,0
2024-07-02,25,1025,2213,0,0,0,0,0
2024-07-03,23,963,2331,0,1,0,0,0
2024-07-04,31,889,2294,0,2,0,0,0
2024-07-05,27,906,2020,0,0,0,0,0
2024-07-06,24,883,1741,0,0,0,0,0
2024-07-07,15,902,1684,0,0,0,0,0
2024-07-08,27,1025,2217,0,0,0,0,1
2024-07-09,19,987,2231,0,0,0,1,0
2024-07-10,24,1006,2246,0,0,1,0,0
2024-07-11,22,999,2159,0,0,0,0,0
2024-07-12,37,969,1956,0,1,0,0,1
2024-07-13,24,894,1614,0,0,0,0,1
2024-07-14,18,895,1669,0,0,0,0,0
2024-07-15,21,1035,2086,0,0,1,0,0
2024-07-16,17,1120,2233,0,0,0,0,0
2024-07-17,14,1107,2227,0,0,0,0,1
2024-07-18,16,1081,2378,0,1,0,0,1
2024-07-19,25,943,2184,0,0,0,0,1
2024-07-20,26,793,1871,0,0,0,0,0
2024-07-21,22,920,1955,0,1,0,0,0
2024-07-22,24,1007,2310,0,1,1,0,0
2024-07-23,17,1012,2268,0,2,0,0,0
2024-07-24,22,970,2334,0,1,1,0,0
2024-07-25,19,1066,2127,0,0,0,0,2
2024-07-26,23,940,1907,0,1,0,0,1
2024-07-27,20,796,1558,0,3,0,0,0
2024-07-28,18,850,1482,1,0,0,0,0
2024-07-29,26,992,2036,0,2,0,0,0
2024-07-30,22,1022,2226,0,1,0,0,0
2024-07-31,16,912,2211,0,0,0,0,0
2024-08-01,20,889,2001,1,1,0,0,1
2024-08-02,11,795,1860,0,1,0,0,1
2024-08-03,15,785,1538,0,0,0,0,0
2024-08-04,24,862,1550,0,1,0,0,1
2024-08-05,16,949,2111,0,0,0,0,0
2024-08-06,18,958,2316,0,2,1,0,0
2024-08-07,23,985,2333,1,2,0,0,1
2024-08-08,17,953,2083,0,0,0,0,1
2024-08-09,24,1013,1843,0,2,1,0,0
2024-08-10,20,755,1535,0,1,0,0,0
2024-08-11,20,849,1618,0,1,1,0,0
2024-08-12,38,900,1861,0,1,0,0,0
2024-08-13,31,1067,1869,0,2,0,0,0
2024-08-14,16,1068,1912,0,1,1,0,0
2024-08-15,28,950,1732,0,0,0,0,2
2024-08-16,30,965,1576,0,0,0,0,0
2024-08-17,25,925,1331,0,0,0,0,1
2024-08-18,14,978,1512,0,0,0,0,0
2024-08-19,28,1159,1874,0,2,0,0,0
2024-08-20,21,1137,1857,0,0,0,0,0
2024-08-21,22,1085,1738,1,0,0,0,0
2024-08-22,30,1070,1683,0,1,1,0,3
2024-08-23,25,984,1435,0,0,3,0,0
2024-08-24,28,903,1232,0,1,0,0,0
2024-08-25,16,872,1207,0,0,0,0,0
2024-08-26,37,1052,1470,0,0,0,0,0
2024-08-27,23,1065,1558,0,0,0,0,1
2024-08-28,36,1237,1626,1,2,1,0,1
2024-08-29,33,1088,1509,0,0,0,0,0
2024-08-30,33,1107,1285,0,3,0,0,0
2024-08-31,23,941,1105,0,0,1,0,0
2024-09-01,30,922,1067,1,1,0,1,1
2024-09-02,30,1007,1385,0,2,0,0,0
2024-09-03,37,1083,1336,0,1,1,0,0
2024-09-04,26,1015,1439,0,2,1,0,1
2024-09-05,26,963,1387,1,1,0,0,0
2024-09-06,25,971,1164,0,0,0,0,0
2024-09-07,37,961,1109,0,1,0,0,1
2024-09-08,28,1018,1131,0,0,0,0,0
2024-09-09,30,1196,1286,0,0,0,0,0
2024-09-10,31,1192,1314,0,0,0,0,1
2024-09-11,31,1113,1300,0,1,1,0,0
2024-09-12,38,1149,1259,0,1,1,0,1
2024-09-13,29,1112,1187,0,5,1,0,1
2024-09-14,23,936,980,2,0,1,0,0
2024-09-15,28,928,878,1,0,0,0,0
2024-09-16,40,1203,1070,0,2,1,0,1
2024-09-17,30,1198,1150,0,0,0,0,0
2024-09-18,28,1277,1250,0,0,1,0,1
2024-09-19,26,1233,1189,0,0,0,0,0
2024-09-20,40,1066,1095,0,0,0,0,0
2024-09-21,18,1031,959,0,0,1,0,2
2024-09-22,25,1011,984,0,0,0,0,0
2024-09-23,35,1291,1236,0,1,0,0,0
2024-09-24,33,1277,1168,0,1,0,0,1
2024-09-25,44,1237,1272,0,0,1,0,0
2024-09-26,43,1262,1090,0,0,0,2,0
2024-09-27,32,1269,999,0,1,0,1,0
2024-09-28,24,1308,863,4,2,1,1,2
2024-09-29,31,1121,910,0,1,0,0,0
2024-09-30,30,1306,1090,0,0,0,0,0
2024-10-01,32,1284,1095,0,0,0,0,1
2024-10-02,25,1252,1067,0,0,0,0,0
2024-10-03,45,1225,1078,0,2,0,0,0
2024-10-04,32,1187,1018,0,0,1,0,1
2024-10-05,29,1139,782,1,0,0,0,1
2024-10-06,24,1181,783,0,1,0,0,0
2024-10-07,46,1456,1090,0,0,0,1,0
2024-10-08,39,1353,1078,2,2,0,0,0
2024-10-09,38,1334,1051,1,0,0,0,0
2024-10-10,21,1380,1019,0,0,0,0,0
2024-10-11,24,1168,874,1,0,0,0,0
2024-10-12,15,1136,827,0,0,0,0,0
2024-10-13,11,1182,844,0,3,0,0,1
2024-10-14,51,1449,1000,0,0,0,0,1
2024-10-15,52,1479,1035,0,0,0,0,1
2024-10-16,42,1446,1076,1,2,0,0,0
2024-10-17,35,1441,1117,0,1,0,0,1
2024-10-18,36,1344,966,0,1,0,0,0
2024-10-19,30,1210,816,0,1,1,0,0
2024-10-20,26,1229,826,0,0,0,0,0
2024-10-21,28,1498,1141,0,0,0,0,1
2024-10-22,21,1533,1230,0,2,0,0,1
2024-10-23,22,1342,1093,2,1,0,0,1
2024-10-24,43,1371,1032,0,0,1,0,1
2024-10-25,30,1243,982,0,0,0,1,0
2024-10-26,24,1005,795,0,0,0,0,3
2024-10-27,24,1085,797,0,1,0,0,1
2024-10-28,31,1443,1001,0,0,0,0,0
2024-10-29,24,1390,1034,1,0,1,0,0
2024-10-30,29,1351,988,0,0,0,0,0
2024-10-31,29,1233,956,0,1,0,0,0
2024-11-01,17,1187,835,0,1,0,0,0
2024-11-02,18,1011,761,0,2,0,0,0
2024-11-03,21,1159,955,0,0,0,0,0
2024-11-04,16,1369,1169,0,0,0,0,1
2024-11-05,31,1374,1177,0,0,0,0,0
2024-11-06,24,1207,1147,1,0,2,0,0
2024-11-07,25,1326,1181,0,0,0,0,1
2024-11-08,29,1326,1055,0,0,0,0,0
2024-11-09,21,1154,902,0,0,2,1,0
2024-11-10,23,1173,1013,0,2,0,0,1
2024-11-11,26,1521,1260,1,0,0,0,1
2024-11-12,31,1442,1223,0,1,0,0,0
2024-11-13,31,1695,1388,0,1,0,1,1
2024-11-14,33,1492,1362,0,1,0,0,1
2024-11-15,20,1350,1203,0,1,0,0,2
2024-11-16,15,1105,988,0,2,0,0,0
2024-11-17,22,1228,1048,0,0,0,0,0
2024-11-18,25,1731,1504,0,1,2,0,0
2024-11-19,34,1745,1448,0,3,0,0,0
2024-11-20,32,1525,1377,0,0,1,0,0
2024-11-21,23,1552,1400,0,0,3,0,0
2024-11-22,21,1348,1327,0,0,0,0,0
2024-11-23,21,1144,1094,0,1,0,0,0
2024-11-24,26,1169,1150,0,1,0,0,0
2024-11-25,21,1483,1771,0,0,0,0,0
2024-11-26,29,1474,1710,0,0,0,0,1
2024-11-27,22,1354,1690,0,0,2,0,0
2024-11-28,24,1235,1515,0,1,0,0,1
2024-11-29,21,1292,1389,0,2,0,0,1
2024-11-30,22,1099,1275,1,1,0,0,0
2024-12-01,20,1234,1350,0,1,0,1,3
2024-12-02,24,1412,1999,0,0,1,0,0
2024-12-03,33,1475,2177,0,0,0,0,0
2024-12-04,25,1643,1965,0,1,0,0,0
2024-12-05,33,1484,1700,0,0,0,0,0
2024-12-06,22,1360,1630,1,0,0,0,0
2024-12-07,21,1213,1417,0,1,0,0,0
2024-12-08,26,1310,1534,0,0,0,0,1
2024-12-09,33,1666,2358,1,0,1,1,1
2024-12-10,27,1487,2417,0,0,0,0,0
2024-12-11,43,1499,2590,0,0,0,0,0
2024-12-12,37,1522,2629,0,0,0,0,0
2024-12-13,39,1461,2913,0,0,0,0,3
2024-12-14,25,1301,2504,0,1,1,0,0
2024-12-15,26,1338,2749,0,1,0,0,1
2024-12-16,25,1842,4377,0,0,0,0,0
2024-12-17,30,1866,4549,1,2,0,0,0
2024-12-18,32,1893,4775,2,1,2,0,0
2024-12-19,32,2010,5120,0,2,0,0,0
2024-12-20,34,1791,4739,1,2,0,0,0
2024-12-21,33,1541,4055,1,0,0,0,0
2024-12-22,39,1598,3867,0,1,0,0,0
2024-12-23,36,1777,5528,0,1,0,0,0
2024-12-24,38,1834,5000,1,1,1,0,1
2024-12-25,35,1702,4143,1,1,0,0,0
2024-12-26,34,2021,5398,0,1,0,0,0
2024-12-27,40,2190,7076,1,1,0,0,0
2024-12-28,35,2275,6145,0,0,1,0,0
2024-12-29,36,2159,5791,0,0,0,0,0
2024-12-30,41,2385,7201,0,0,1,0,2
2024-12-31,41,2103,6406,1,2,1,1,0
2025-01-01,33,1937,5852,0,3,0,0,0
2025-01-02,34,2354,7415,0,0,0,0,1
2025-01-03,39,2611,7249,1,2,0,0,2
2025-01-04,47,2456,5683,0,1,1,0,0
2025-01-05,48,2420,5246,0,1,1,1,0
2025-01-06,47,2815,6252,0,0,0,0,0
2025-01-07,44,2962,7143,1,2,0,0,0
2025-01-08,43,2724,6560,0,2,0,0,1
2025-01-09,41,2527,6080,0,0,0,0,0
2025-01-10,43,2303,5841,0,0,0,0,0
2025-01-11,35,1958,4777,0,1,1,0,0
2025-01-12,30,1995,4595,0,1,0,0,0
2025-01-13,48,2406,6474,0,2,0,0,2
2025-01-14,27,2248,6469,0,0,0,0,0
2025-01-15,44,2331,6310,0,2,1,0,0
2025-01-16,44,2132,6809,1,0,2,0,1
2025-01-17,35,2035,6426,0,1,0,0,1
2025-01-18,35,1824,5223,0,0,0,0,0
2025-01-19,37,1745,5338,0,1,0,1,0
2025-01-20,48,2175,7376,0,4,0,0,4
2025-01-21,39,2244,6942,0,0,1,0,1
2025-01-22,42,2321,6936,0,1,0,0,0
2025-01-23,41,2476,7606,0,2,2,1,2
2025-01-24,41,2199,7323,0,2,3,1,0
2025-01-25,30,1960,5653,0,0,1,0,1
2025-01-26,43,2014,5783,0,1,1,2,0
2025-01-27,45,2549,9027,0,4,0,0,2
2025-01-28,56,2673,9073,0,2,0,0,0
2025-01-29,43,2773,7631,2,3,0,1,2
2025-01-30,43,2611,8291,1,2,0,0,1
2025-01-31,41,2474,7493,0,3,2,0,1
2025-02-01,41,2128,5801,0,1,1,1,0
2025-02-02,31,2082,5507,1,4,0,0,0
2025-02-03,46,4428,10615,0,1,0,1,0
2025-02-04,41,7770,10255,,,1,,2
2025-02-05,50,4743,10194,1,6,1,,
