Date,"Flu","Influenza","Influenza A virus","Symptoms of influenza","Influenza symptoms","Type A influenza","Flu treatment","Influenza vaccine","Cough"
2024-02-20,31,1711,4067,0,1,0,0,317,348
2024-02-21,31,1713,3953,0,0,1,0,207,314
2024-02-22,29,1661,3880,0,0,0,0,194,292
2024-02-23,27,1531,3532,0,1,0,0,215,305
2024-02-24,29,1313,2766,0,0,0,0,164,277
2024-02-25,20,1433,2617,0,2,0,0,184,289
2024-02-26,39,1694,3747,0,0,0,0,253,281
2024-02-27,20,1729,3856,0,0,1,0,266,333
2024-02-28,41,1663,3616,1,4,0,0,249,412
2024-02-29,33,1519,3429,0,1,0,0,293,302
2024-03-01,24,1498,3245,0,2,1,0,303,283
2024-03-02,27,1272,2315,0,0,0,0,252,262
2024-03-03,41,1398,2311,0,1,0,0,223,267
2024-03-04,21,1832,3253,0,0,0,0,247,303
2024-03-05,25,1556,3048,0,0,0,0,258,342
2024-03-06,24,1713,3036,1,0,0,0,232,301
2024-03-07,28,1530,2761,0,1,0,0,267,319
2024-03-08,22,1409,2562,0,2,0,0,226,249
2024-03-09,19,1377,2033,0,0,0,0,166,248
2024-03-10,29,2064,1947,0,0,0,0,179,292
2024-03-11,25,1583,2580,0,0,0,0,238,317
2024-03-12,31,1679,2651,1,0,0,0,296,299
2024-03-13,25,1552,2544,0,0,0,0,257,344
2024-03-14,27,1643,2426,1,0,0,0,251,323
2024-03-15,21,1448,2208,6,0,0,0,235,281
2024-03-16,17,1256,1775,0,2,0,0,202,267
2024-03-17,26,1309,1690,0,0,0,2,201,303
2024-03-18,22,1499,2284,0,0,0,0,257,325
2024-03-19,25,1483,2302,0,0,1,0,309,326
2024-03-20,27,1426,2250,0,0,0,0,257,316
2024-03-21,20,1318,2025,0,0,0,0,229,375
2024-03-22,24,1231,1931,2,0,0,0,238,306
2024-03-23,19,1062,1553,0,0,0,0,181,286
2024-03-24,16,1121,1512,0,0,0,0,186,274
2024-03-25,12,1302,1937,0,0,0,0,259,323
2024-03-26,19,1294,1997,0,1,0,0,293,271
2024-03-27,26,1240,1880,0,0,0,0,347,280
2024-03-28,29,1268,1807,1,0,0,0,286,276
2024-03-29,16,1076,1565,0,0,0,0,244,256
2024-03-30,25,1071,1339,0,0,0,0,178,252
2024-03-31,20,1033,1304,0,0,0,0,193,237
2024-04-01,19,1347,1783,0,1,0,0,272,296
2024-04-02,24,1414,2111,0,0,0,0,335,325
2024-04-03,34,1351,1871,1,1,0,0,276,249
2024-04-04,35,1314,1794,1,1,0,0,294,302
2024-04-05,29,1312,1639,2,1,0,0,266,254
2024-04-06,20,1091,1355,0,9,0,0,277,257
2024-04-07,19,1158,1161,0,27,0,0,249,293
2024-04-08,16,1238,1520,0,70,0,0,358,275
2024-04-09,24,1194,1539,0,66,0,0,399,265
2024-04-10,13,1209,1490,0,51,0,0,301,303
2024-04-11,25,1145,1452,0,35,2,0,312,289
2024-04-12,26,1103,1253,0,19,1,0,221,254
2024-04-13,22,949,1090,0,19,0,0,242,257
2024-04-14,19,961,1086,0,28,2,0,222,224
2024-04-15,17,1227,1503,1,27,0,0,378,251
2024-04-16,21,1160,1485,0,32,0,0,307,242
2024-04-17,20,1162,1419,1,23,0,0,326,272
2024-04-18,26,1262,1548,0,23,0,0,279,248
2024-04-19,24,1254,1375,0,74,0,0,251,251
2024-04-20,17,1071,1149,0,78,0,0,255,249
2024-04-21,18,1091,1065,0,94,0,1,205,249
2024-04-22,26,1376,1723,0,70,0,0,266,282
2024-04-23,23,1384,1607,0,54,0,0,272,271
2024-04-24,25,1391,1623,0,41,0,0,243,271
2024-04-25,20,1286,1699,2,21,0,0,286,294
2024-04-26,17,1292,1523,0,18,0,0,260,264
2024-04-27,23,1099,1191,0,11,0,0,207,207
2024-04-28,15,1100,1117,0,16,0,0,187,238
2024-04-29,37,1224,1695,0,12,0,0,297,280
2024-04-30,26,1288,1663,0,5,0,0,352,298
2024-05-01,17,1144,1461,0,6,0,2,282,279
2024-05-02,29,1293,1644,0,1,0,0,273,282
2024-05-03,21,1271,1783,0,0,1,0,276,278
2024-05-04,13,1203,12669,2,2,0,0,241,260
2024-05-05,14,1313,6407,0,1,0,1,194,259
2024-05-06,31,1350,4619,3,4,0,0,291,320
2024-05-07,27,1243,4251,0,4,0,0,290,273
2024-05-08,28,1281,3373,0,1,0,0,282,272
2024-05-09,23,1227,2855,0,2,3,0,289,291
2024-05-10,18,1206,2997,0,2,0,0,224,303
2024-05-11,81,972,2279,0,4,0,0,186,218
2024-05-12,43,966,1659,0,3,0,0,190,271
2024-05-13,99,1235,1982,0,1,0,0,292,278
2024-05-14,69,1192,2093,1,4,0,0,318,254
2024-05-15,47,1244,1995,0,3,1,0,287,285
2024-05-16,104,1263,1878,1,0,0,0,309,271
2024-05-17,76,1101,1483,0,4,0,0,268,236
2024-05-18,90,895,1294,0,5,1,0,220,197
2024-05-19,69,982,1268,0,16,1,0,218,250
2024-05-20,135,1185,1804,1,56,0,0,309,271
2024-05-21,103,1284,1833,0,29,0,0,323,284
2024-05-22,28,1199,1842,0,3,0,0,382,273
2024-05-23,28,1216,1943,0,3,0,0,331,256
2024-05-24,26,1107,1622,0,0,0,0,247,246
2024-05-25,13,968,1317,0,1,0,0,234,225
2024-05-26,21,977,1283,0,4,0,0,225,256
2024-05-27,29,1003,1641,0,4,0,0,281,287
2024-05-28,20,1127,1657,0,2,0,4,279,283
2024-05-29,21,1092,1606,0,3,0,1,267,278
2024-05-30,23,1069,1589,0,5,0,1,299,274
2024-05-31,23,1027,1455,1,2,0,0,245,246
2024-06-01,20,857,1180,1,2,0,0,196,220
2024-06-02,19,862,1147,0,0,0,1,177,213
2024-06-03,30,1078,1483,2,1,0,0,238,284
2024-06-04,20,1001,1578,0,0,0,0,253,326
2024-06-05,25,1143,1695,0,0,0,0,251,272
2024-06-06,24,1303,2218,0,0,0,0,261,264
2024-06-07,20,1091,1786,0,0,0,1,241,273
2024-06-08,21,868,1354,0,2,0,0,278,241
2024-06-09,17,961,1295,0,1,0,0,246,234
2024-06-10,19,1102,1695,0,0,0,0,275,247
2024-06-11,23,1115,1789,0,1,0,0,298,265
2024-06-12,20,1063,1846,0,0,1,0,235,259
2024-06-13,16,1036,1899,0,2,0,2,255,274
2024-06-14,25,900,1656,0,0,0,0,265,240
2024-06-15,12,863,1374,0,1,0,0,198,221
2024-06-16,17,837,1335,0,0,0,0,160,247
2024-06-17,22,1009,1613,0,0,2,0,220,242
2024-06-18,23,1032,1863,2,1,0,1,232,274
2024-06-19,25,998,1884,2,1,0,0,187,220
2024-06-20,23,1017,1910,0,1,0,0,250,248
2024-06-21,15,1013,1741,0,0,0,3,204,247
2024-06-22,20,853,1505,0,0,0,0,202,254
2024-06-23,20,908,1631,0,1,0,0,193,312
2024-06-24,17,1057,2101,0,0,1,0,227,249
2024-06-25,19,1048,2134,1,0,0,1,233,273
2024-06-26,34,998,2133,2,0,0,1,249,236
2024-06-27,20,963,2000,0,1,0,0,267,266
2024-06-28,16,933,1798,0,0,0,0,264,235
2024-06-29,12,793,1542,1,1,1,0,203,205
2024-06-30,12,881,1713,0,3,0,0,210,189
2024-07-01,16,964,2117,0,0,0,0,236,239
2024-07-02,25,1025,2213,0,0,0,0,303,277
2024-07-03,23,963,2331,0,1,0,0,324,285
2024-07-04,31,889,2294,0,2,0,0,314,268
2024-07-05,27,906,2020,0,0,0,0,236,266
2024-07-06,24,883,1741,0,0,0,0,254,223
2024-07-07,15,902,1684,0,0,0,0,223,294
2024-07-08,27,1025,2217,0,0,0,0,292,273
2024-07-09,19,987,2231,0,0,0,1,324,284
2024-07-10,24,1006,2246,0,0,1,0,303,236
2024-07-11,22,999,2159,0,0,0,0,284,276
2024-07-12,37,969,1956,0,1,0,0,245,276
2024-07-13,24,894,1614,0,0,0,0,226,220
2024-07-14,18,895,1669,0,0,0,0,166,237
2024-07-15,21,1035,2086,0,0,1,0,246,254
2024-07-16,17,1120,2233,0,0,0,0,230,272
2024-07-17,14,1107,2227,0,0,0,0,272,297
2024-07-18,16,1081,2378,0,1,0,0,260,347
2024-07-19,25,943,2184,0,0,0,0,231,267
2024-07-20,26,793,1871,0,0,0,0,211,254
2024-07-21,22,920,1955,0,1,0,0,188,278
2024-07-22,24,1007,2310,0,1,1,0,252,270
2024-07-23,17,1012,2268,0,2,0,0,266,268
2024-07-24,22,970,2334,0,1,1,0,253,255
2024-07-25,19,1066,2127,0,0,0,0,254,245
2024-07-26,23,940,1907,0,1,0,0,256,270
2024-07-27,20,796,1558,0,3,0,0,246,247
2024-07-28,18,850,1482,1,0,0,0,165,232
2024-07-29,26,992,2036,0,2,0,0,265,232
2024-07-30,22,1022,2226,0,1,0,0,252,304
2024-07-31,16,912,2211,0,0,0,0,280,276
2024-08-01,20,889,2001,1,1,0,0,192,244
2024-08-02,11,795,1860,0,1,0,0,197,233
2024-08-03,15,785,1538,0,0,0,0,189,261
2024-08-04,24,862,1550,0,1,0,0,166,247
2024-08-05,16,949,2111,0,0,0,0,222,236
2024-08-06,18,958,2316,0,2,1,0,248,267
2024-08-07,23,985,2333,1,2,0,0,266,232
2024-08-08,17,953,2083,0,0,0,0,252,237
2024-08-09,24,1013,1843,0,2,1,0,239,236
2024-08-10,20,755,1535,0,1,0,0,227,242
2024-08-11,20,849,1618,0,1,1,0,197,240
2024-08-12,38,900,1861,0,1,0,0,251,276
2024-08-13,31,1067,1869,0,2,0,0,262,278
2024-08-14,16,1068,1912,0,1,1,0,259,257
2024-08-15,28,950,1732,0,0,0,0,221,244
2024-08-16,30,965,1576,0,0,0,0,237,251
2024-08-17,25,925,1331,0,0,0,0,233,294
2024-08-18,14,978,1512,0,0,0,0,226,299
2024-08-19,28,1159,1874,0,2,0,0,285,277
2024-08-20,21,1137,1857,0,0,0,0,300,271
2024-08-21,22,1085,1738,1,0,0,0,317,282
2024-08-22,30,1070,1683,0,1,1,0,354,255
2024-08-23,25,984,1435,0,0,3,0,283,246
2024-08-24,28,903,1232,0,1,0,0,307,242
2024-08-25,16,872,1207,0,0,0,0,263,278
2024-08-26,37,1052,1470,0,0,0,0,345,295
2024-08-27,23,1065,1558,0,0,0,0,340,299
2024-08-28,36,1237,1626,1,2,1,0,412,300
2024-08-29,33,1088,1509,0,0,0,0,344,308
2024-08-30,33,1107,1285,0,3,0,0,304,276
2024-08-31,23,941,1105,0,0,1,0,318,271
2024-09-01,30,922,1067,1,1,0,1,260,338
2024-09-02,30,1007,1385,0,2,0,0,332,310
2024-09-03,37,1083,1336,0,1,1,0,422,337
2024-09-04,26,1015,1439,0,2,1,0,405,301
2024-09-05,26,963,1387,1,1,0,0,450,353
2024-09-06,25,971,1164,0,0,0,0,432,306
2024-09-07,37,961,1109,0,1,0,0,374,282
2024-09-08,28,1018,1131,0,0,0,0,322,270
2024-09-09,30,1196,1286,0,0,0,0,476,297
2024-09-10,31,1192,1314,0,0,0,0,466,303
2024-09-11,31,1113,1300,0,1,1,0,480,291
2024-09-12,38,1149,1259,0,1,1,0,504,324
2024-09-13,29,1112,1187,0,5,1,0,475,303
2024-09-14,23,936,980,2,0,1,0,355,291
2024-09-15,28,928,878,1,0,0,0,316,329
2024-09-16,40,1203,1070,0,2,1,0,542,363
2024-09-17,30,1198,1150,0,0,0,0,537,363
2024-09-18,28,1277,1250,0,0,1,0,552,334
2024-09-19,26,1233,1189,0,0,0,0,585,359
2024-09-20,40,1066,1095,0,0,0,0,487,300
2024-09-21,18,1031,959,0,0,1,0,469,281
2024-09-22,25,1011,984,0,0,0,0,494,331
2024-09-23,35,1291,1236,0,1,0,0,624,379
2024-09-24,33,1277,1168,0,1,0,0,659,368
2024-09-25,44,1237,1272,0,0,1,0,688,342
2024-09-26,43,1262,1090,0,0,0,2,669,404
2024-09-27,32,1269,999,0,1,0,1,586,327
2024-09-28,24,1308,863,4,2,1,1,565,365
2024-09-29,31,1121,910,0,1,0,0,382,319
2024-09-30,30,1306,1090,0,0,0,0,573,350
2024-10-01,32,1284,1095,0,0,0,0,729,395
2024-10-02,25,1252,1067,0,0,0,0,691,371
2024-10-03,45,1225,1078,0,2,0,0,777,357
2024-10-04,32,1187,1018,0,0,1,0,674,317
2024-10-05,29,1139,782,1,0,0,0,529,335
2024-10-06,24,1181,783,0,1,0,0,468,354
2024-10-07,46,1456,1090,0,0,0,1,677,395
2024-10-08,39,1353,1078,2,2,0,0,745,370
2024-10-09,38,1334,1051,1,0,0,0,758,344
2024-10-10,21,1380,1019,0,0,0,0,718,356
2024-10-11,24,1168,874,1,0,0,0,623,341
2024-10-12,15,1136,827,0,0,0,0,521,329
2024-10-13,11,1182,844,0,3,0,0,484,351
2024-10-14,51,1449,1000,0,0,0,0,703,383
2024-10-15,52,1479,1035,0,0,0,0,844,380
2024-10-16,42,1446,1076,1,2,0,0,888,364
2024-10-17,35,1441,1117,0,1,0,0,797,404
2024-10-18,36,1344,966,0,1,0,0,794,310
2024-10-19,30,1210,816,0,1,1,0,653,388
2024-10-20,26,1229,826,0,0,0,0,594,375
2024-10-21,28,1498,1141,0,0,0,0,716,420
2024-10-22,21,1533,1230,0,2,0,0,766,421
2024-10-23,22,1342,1093,2,1,0,0,842,431
2024-10-24,43,1371,1032,0,0,1,0,747,379
2024-10-25,30,1243,982,0,0,0,1,610,369
2024-10-26,24,1005,795,0,0,0,0,541,354
2024-10-27,24,1085,797,0,1,0,0,464,363
2024-10-28,31,1443,1001,0,0,0,0,635,401
2024-10-29,24,1390,1034,1,0,1,0,682,366
2024-10-30,29,1351,988,0,0,0,0,612,396
2024-10-31,29,1233,956,0,1,0,0,589,315
2024-11-01,17,1187,835,0,1,0,0,497,340
2024-11-02,18,1011,761,0,2,0,0,454,331
2024-11-03,21,1159,955,0,0,0,0,410,361
2024-11-04,16,1369,1169,0,0,0,0,618,401
2024-11-05,31,1374,1177,0,0,0,0,659,384
2024-11-06,24,1207,1147,1,0,2,0,623,341
2024-11-07,25,1326,1181,0,0,0,0,651,393
2024-11-08,29,1326,1055,0,0,0,0,617,425
2024-11-09,21,1154,902,0,0,2,1,531,353
2024-11-10,23,1173,1013,0,2,0,0,467,421
2024-11-11,26,1521,1260,1,0,0,0,566,402
2024-11-12,31,1442,1223,0,1,0,0,614,435
2024-11-13,31,1695,1388,0,1,0,1,668,422
2024-11-14,33,1492,1362,0,1,0,0,614,425
2024-11-15,20,1350,1203,0,1,0,0,642,418
2024-11-16,15,1105,988,0,2,0,0,517,391
2024-11-17,22,1228,1048,0,0,0,0,417,410
2024-11-18,25,1731,1504,0,1,2,0,563,413
2024-11-19,34,1745,1448,0,3,0,0,642,465
2024-11-20,32,1525,1377,0,0,1,0,665,414
2024-11-21,23,1552,1400,0,0,3,0,549,436
2024-11-22,21,1348,1327,0,0,0,0,560,456
2024-11-23,21,1144,1094,0,1,0,0,450,365
2024-11-24,26,1169,1150,0,1,0,0,402,417
2024-11-25,21,1483,1771,0,0,0,0,490,438
2024-11-26,29,1474,1710,0,0,0,0,511,478
2024-11-27,22,1354,1690,0,0,2,0,521,406
2024-11-28,24,1235,1515,0,1,0,0,476,403
2024-11-29,21,1292,1389,0,2,0,0,407,376
2024-11-30,22,1099,1275,1,1,0,0,379,442
2024-12-01,20,1234,1350,0,1,0,1,353,447
2024-12-02,24,1412,1999,0,0,1,0,430,438
2024-12-03,33,1475,2177,0,0,0,0,500,407
2024-12-04,25,1643,1965,0,1,0,0,463,437
2024-12-05,33,1484,1700,0,0,0,0,478,448
2024-12-06,22,1360,1630,1,0,0,0,454,428
2024-12-07,21,1213,1417,0,1,0,0,390,367
2024-12-08,26,1310,1534,0,0,0,0,383,382
2024-12-09,33,1666,2358,1,0,1,1,424,562
2024-12-10,27,1487,2417,0,0,0,0,402,447
2024-12-11,43,1499,2590,0,0,0,0,439,428
2024-12-12,37,1522,2629,0,0,0,0,381,430
2024-12-13,39,1461,2913,0,0,0,0,387,423
2024-12-14,25,1301,2504,0,1,1,0,349,371
2024-12-15,26,1338,2749,0,1,0,0,284,413
2024-12-16,25,1842,4377,0,0,0,0,391,437
2024-12-17,30,1866,4549,1,2,0,0,354,408
2024-12-18,32,1893,4775,2,1,2,0,363,426
2024-12-19,32,2010,5120,0,2,0,0,460,377
2024-12-20,34,1791,4739,1,2,0,0,381,370
2024-12-21,33,1541,4055,1,0,0,0,351,395
2024-12-22,39,1598,3867,0,1,0,0,292,474
2024-12-23,36,1777,5528,0,1,0,0,349,459
2024-12-24,38,1834,5000,1,1,1,0,337,438
2024-12-25,35,1702,4143,1,1,0,0,293,398
2024-12-26,34,2021,5398,0,1,0,0,343,427
2024-12-27,40,2190,7076,1,1,0,0,371,436
2024-12-28,35,2275,6145,0,0,1,0,376,453
2024-12-29,36,2159,5791,0,0,0,0,367,524
2024-12-30,41,2385,7201,0,0,1,0,393,684
2024-12-31,41,2103,6406,1,2,1,1,307,453
2025-01-01,33,1937,5852,0,3,0,0,315,447
2025-01-02,34,2354,7415,0,0,0,0,405,484
2025-01-03,39,2611,7249,1,2,0,0,443,506
2025-01-04,47,2456,5683,0,1,1,0,378,480
2025-01-05,48,2420,5246,0,1,1,1,379,421
2025-01-06,47,2815,6252,0,0,0,0,542,457
2025-01-07,44,2962,7143,1,2,0,0,568,566
2025-01-08,43,2724,6560,0,2,0,0,554,523
2025-01-09,41,2527,6080,0,0,0,0,499,454
2025-01-10,43,2303,5841,0,0,0,0,538,464
2025-01-11,35,1958,4777,0,1,1,0,447,459
2025-01-12,30,1995,4595,0,1,0,0,385,459
2025-01-13,48,2406,6474,0,2,0,0,481,473
2025-01-14,27,2248,6469,0,0,0,0,483,445
2025-01-15,44,2331,6310,0,2,1,0,481,456
2025-01-16,44,2132,6809,1,0,2,0,511,464
2025-01-17,35,2035,6426,0,1,0,0,489,458
2025-01-18,35,1824,5223,0,0,0,0,416,449
2025-01-19,37,1745,5338,0,1,0,1,387,478
2025-01-20,48,2175,7376,0,4,0,0,394,418
2025-01-21,39,2244,6942,0,0,1,0,524,459
2025-01-22,42,2321,6936,0,1,0,0,511,470
2025-01-23,41,2476,7606,0,2,2,1,502,446
2025-01-24,41,2199,7323,0,2,3,1,458,423
2025-01-25,30,1960,5653,0,0,1,0,414,408
2025-01-26,43,2014,5783,0,1,1,2,344,458
2025-01-27,45,2549,9027,0,4,0,0,497,503
2025-01-28,56,2673,9073,0,2,0,0,521,464
2025-01-29,43,2773,7631,2,3,0,1,521,469
2025-01-30,43,2611,8291,1,2,0,0,593,466
2025-01-31,41,2474,7493,0,3,2,0,505,450
2025-02-01,41,2128,5801,0,1,1,1,383,456
2025-02-02,31,2082,5507,1,4,0,0,323,437
2025-02-03,46,4428,10615,0,1,0,1,921,616
2025-02-04,41,7770,10255,0,0,1,0,902,554
2025-02-05,50,4743,10194,1,6,1,0,776,514
2025-02-06,63,3942,8533,0,2,0,0,778,500
2025-02-07,40,3313,3473,0,2,1,0,579,425
2025-02-08,30,2970,2548,0,1,0,1,507,392
2025-02-09,36,2556,2373,2,5,0,0,489,407
2025-02-10,41,2787,2789,1,1,1,0,546,405
2025-02-11,41,2830,2806,0,1,0,0,447,420
2025-02-12,61,2736,2794,0,1,3,0,455,402
2025-02-13,50,2762,2753,1,2,0,0,536,433
2025-02-14,58,2329,2385,2,1,2,0,448,399
2025-02-15,33,2100,2107,0,2,1,0,363,389
2025-02-16,40,2121,1908,0,2,1,0,382,405
2025-02-17,51,2371,2393,0,1,2,2,343,395
2025-02-18,49,2386,2560,0,0,0,0,413,428
2025-02-19,46,2384,2619,1,0,1,0,354,451
2025-02-20,51,2265,2357,1,0,0,0,321,433
2025-02-21,38,2183,2257,1,3,0,3,339,351
2025-02-22,30,1850,1868,0,3,1,3,295,352
2025-02-23,33,1992,1819,2,3,1,0,242,392
2025-02-24,38,2373,2319,0,1,0,0,295,405
2025-02-25,29,2125,2238,2,0,1,0,226,373
2025-02-26,35,2146,2281,0,2,0,0,298,351
2025-02-27,49,2162,2412,0,0,2,0,428,357
2025-02-28,36,1798,2280,0,1,0,1,321,310
2025-03-01,42,1496,1694,0,0,0,0,243,322
2025-03-02,55,1548,1741,0,1,0,0,238,342
2025-03-03,36,1959,2187,1,0,1,1,295,351
2025-03-04,63,2034,2056,0,2,0,0,274,367
2025-03-05,33,1808,2041,0,1,0,0,257,360
2025-03-06,26,1740,1839,0,2,0,1,250,357
2025-03-07,31,1657,1910,2,3,1,0,242,354
2025-03-08,28,1588,1422,0,2,0,0,197,300
2025-03-09,29,1457,1368,0,1,0,0,181,331
2025-03-10,23,1770,1768,1,1,1,0,256,361
2025-03-11,23,1634,1669,1,2,0,0,253,298
2025-03-12,25,1578,1626,0,0,0,0,224,380
2025-03-13,30,1709,1502,0,1,0,0,218,318
2025-03-14,16,1394,1384,0,0,1,0,188,331
2025-03-15,20,1235,1196,0,2,1,1,148,336
2025-03-16,30,1339,1047,0,0,2,0,166,371
2025-03-17,29,1524,1389,0,0,1,0,191,373
2025-03-18,22,1499,1383,0,1,0,0,190,360
2025-03-19,31,1468,1375,0,0,0,0,173,284
2025-03-20,30,1425,1267,1,0,1,0,180,331
2025-03-21,22,1185,1103,1,0,0,0,139,252
2025-03-22,22,1071,947,1,1,0,0,158,288
2025-03-23,33,1149,869,0,0,0,1,308,312
2025-03-24,28,1436,1220,0,0,1,0,226,317
2025-03-25,29,1461,1192,0,0,0,2,225,327
2025-03-26,29,1358,1144,0,0,1,0,163,261
2025-03-27,35,1276,974,0,2,1,0,184,330
2025-03-28,25,1231,895,1,0,0,0,147,294
2025-03-29,18,944,705,0,1,1,1,138,283
2025-03-30,21,1031,669,1,1,0,1,156,273
2025-03-31,50,1211,859,0,2,0,0,150,254
2025-04-01,28,1296,975,0,1,1,0,181,275
2025-04-02,39,1300,832,1,3,1,0,210,438
2025-04-03,30,1192,769,0,1,0,0,176,298
2025-04-04,28,1080,724,0,0,0,0,160,292
2025-04-05,21,979,680,0,1,0,0,144,242
2025-04-06,21,1125,661,1,1,0,0,166,290
2025-04-07,31,1215,791,0,4,0,0,179,295
2025-04-08,33,1192,828,0,1,1,0,186,295
2025-04-09,26,1202,789,1,0,0,0,197,294
2025-04-10,25,1142,728,1,1,0,0,176,305
2025-04-11,18,1088,630,2,0,1,0,191,261
2025-04-12,18,951,607,1,1,1,0,152,255
2025-04-13,21,978,567,0,0,1,0,161,269
2025-04-14,35,1161,712,0,0,1,0,165,342
2025-04-15,23,1139,693,1,2,0,1,172,276
2025-04-16,32,1193,649,0,0,0,0,175,290
2025-04-17,31,1061,597,0,2,0,0,166,259
2025-04-18,36,922,543,0,0,0,1,147,238
2025-04-19,15,953,492,0,0,0,0,123,241
2025-04-20,23,896,579,0,0,0,0,142,262
2025-04-21,31,1321,624,0,0,1,0,150,308
2025-04-22,35,1254,616,0,0,1,0,158,327
2025-04-23,23,1250,624,0,1,0,0,175,281
2025-04-24,21,1215,597,0,0,1,1,168,293
2025-04-25,31,1093,565,1,0,1,0,122,257
2025-04-26,22,855,421,0,2,0,1,145,217
2025-04-27,20,893,453,1,0,2,0,131,246
2025-04-28,25,1122,570,0,0,0,0,214,306
2025-04-29,23,1060,629,0,0,0,0,190,290
2025-04-30,21,1108,593,0,0,0,0,196,265
2025-05-01,27,938,480,3,3,0,0,199,319
2025-05-02,79,1008,471,0,0,0,0,204,301
2025-05-03,101,875,423,1,0,1,0,212,264
2025-05-04,37,954,476,0,0,1,1,192,301
2025-05-05,34,1133,524,1,1,1,0,204,325
2025-05-06,32,1095,559,0,0,0,1,200,293
2025-05-07,31,1144,556,0,1,0,0,214,322
2025-05-08,25,1106,547,1,3,0,0,199,262
2025-05-09,19,1055,537,3,0,0,0,163,278
2025-05-10,23,902,375,0,0,0,0,155,271
2025-05-11,18,915,412,0,0,0,1,193,281
2025-05-12,24,1097,560,0,0,1,0,270,302
2025-05-13,20,1060,570,0,0,0,1,266,308
2025-05-14,24,1111,580,0,0,0,0,290,281
2025-05-15,20,1093,546,0,0,1,2,242,268
2025-05-16,29,1067,488,0,0,1,0,198,235
2025-05-17,17,878,407,0,0,0,0,181,226
2025-05-18,11,896,410,0,0,0,0,152,257
2025-05-19,23,1007,519,0,0,0,0,167,330
2025-05-20,23,1001,552,0,1,0,0,179,271
2025-05-21,17,1063,512,0,0,1,0,193,273
2025-05-22,32,1067,509,0,0,3,1,186,298
2025-05-23,16,1012,514,0,0,1,0,221,268
2025-05-24,11,825,424,0,1,0,0,213,260
2025-05-25,29,935,422,1,2,1,1,178,270
2025-05-26,33,1059,472,0,0,1,0,231,279
2025-05-27,39,1180,604,0,0,2,3,266,347
2025-05-28,30,1177,538,0,0,1,1,361,326
2025-05-29,33,1194,543,1,1,0,0,352,392
2025-05-30,26,1038,537,1,1,1,1,344,341
2025-05-31,26,1210,440,0,2,2,4,387,448
2025-06-01,20,1337,464,0,0,1,2,509,537
2025-06-02,26,1526,601,1,2,0,2,499,551
2025-06-03,34,1436,606,0,1,0,1,484,501
2025-06-04,25,1503,616,0,2,0,0,447,515
2025-06-05,25,1289,570,1,2,1,0,335,398
2025-06-06,21,923,438,0,0,0,0,211,307
2025-06-07,14,858,396,0,1,0,0,160,257
2025-06-08,15,873,379,0,0,0,0,151,304
2025-06-09,27,1086,498,1,1,0,0,197,304
2025-06-10,24,1059,620,0,4,1,0,187,274
2025-06-11,17,1026,544,0,4,1,1,229,303
2025-06-12,34,1008,474,0,2,1,1,212,328
2025-06-13,15,778,397,0,0,2,0,152,249
2025-06-14,19,737,292,1,0,1,0,125,252
2025-06-15,26,800,372,1,0,1,0,170,245
2025-06-16,18,1003,519,0,1,0,2,198,303
2025-06-17,16,942,450,0,1,0,0,176,322
2025-06-18,19,896,474,0,0,0,0,157,240
2025-06-19,14,907,456,0,0,0,0,148,221
2025-06-20,24,838,444,0,0,0,0,151,202
2025-06-21,32,742,356,0,0,0,0,140,220
2025-06-22,17,772,370,0,0,0,0,118,225
2025-06-23,17,870,458,0,0,1,0,137,227
2025-06-24,24,845,471,1,0,0,0,142,234
2025-06-25,19,873,449,1,0,0,0,164,240
2025-06-26,19,848,568,0,0,1,1,145,205
2025-06-27,16,830,698,0,0,1,0,182,192
2025-06-28,22,760,479,0,1,1,0,124,209
2025-06-29,20,754,491,0,0,0,0,127,216
2025-06-30,26,875,560,0,0,2,0,186,218
2025-07-01,27,754,496,0,0,0,0,147,242
2025-07-02,13,726,520,0,0,1,0,121,196
2025-07-03,11,741,429,0,0,0,0,149,204
2025-07-04,17,736,402,0,1,0,0,112,220
2025-07-05,13,662,363,0,1,0,0,107,226
2025-07-06,12,776,369,0,1,0,0,125,210
2025-07-07,18,822,453,0,0,0,0,125,214
2025-07-08,11,788,527,0,0,0,0,124,191
2025-07-09,16,748,449,0,1,0,0,117,190
2025-07-10,26,787,454,0,0,3,0,119,175
2025-07-11,24,788,429,0,0,0,0,106,166
2025-07-12,25,774,388,0,1,0,0,117,170
2025-07-13,20,759,441,0,1,0,0,75,183
2025-07-14,17,849,513,0,0,0,0,100,186
2025-07-15,20,861,523,0,0,0,0,124,192
2025-07-16,23,948,520,1,0,1,2,110,174
2025-07-17,14,813,498,0,1,0,0,106,151
2025-07-18,21,755,510,0,1,0,1,159,164
2025-07-19,13,724,415,0,0,1,0,107,179
2025-07-20,16,726,429,0,2,0,1,92,187
2025-07-21,21,844,524,0,0,1,1,104,159
2025-07-22,13,851,572,0,1,0,0,112,241
2025-07-23,12,865,519,0,3,0,0,138,208
2025-07-24,15,857,520,0,0,0,0,125,216
2025-07-25,20,801,433,0,1,0,0,135,202
2025-07-26,19,794,394,0,1,1,0,110,200
2025-07-27,16,767,443,0,0,0,0,85,178
2025-07-28,17,890,621,0,0,0,0,132,189
2025-07-29,19,937,707,1,1,2,0,105,233
